Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60
[999.27762864],[999.27760284],[999.27756627],[999.27752971],[999.27749314],[999.27745657],[999.27742001],[999.27738344],[999.27734687],[999.27731031],[999.27727374],[999.27723717],[999.27720061],[999.27716404],[999.27712747],[999.27709091],[999.27705434],[999.27701777],[999.27698121],[999.27694464],[999.27690807],[999.27687151],[999.27683494],[999.27679837],[999.27676181],[999.27672524],[999.27668867],[999.27665211],[999.27661554],[999.27657897],[999.27654241],[999.27650584],[999.27646927],[999.27643271],[999.27639614],[999.27635957],[999.27632301],[999.27628644],[999.27624988],[999.27621331],[999.27617674],[999.27614018],[999.27610361],[999.27606704],[999.27603048],[999.27599391],[999.27595734],[999.27592078],[999.27588421],[999.27584764],[999.27581108],[999.27577451],[999.27573794],[999.27570138],[999.27566481],[999.27562824],[999.27559168],[999.27555511],[999.27551854],[999.27548198]
[999.19187108],[999.19184096],[999.19181368],[999.19178639],[999.19175911],[999.19173183],[999.19170455],[999.19167727],[999.19164999],[999.19162271],[999.19159543],[999.19156815],[999.19154087],[999.19151359],[999.19148631],[999.19145903],[999.19143175],[999.19140447],[999.19137718],[999.1913499],[999.19132262],[999.19129534],[999.19126806],[999.19124078],[999.1912135],[999.19118622],[999.19115894],[999.19113166],[999.19110438],[999.1910771],[999.19104982],[999.19102254],[999.19099525],[999.19096797],[999.19094069],[999.19091341],[999.19088613],[999.19085885],[999.19083157],[999.19080429],[999.19077701],[999.19074973],[999.19072245],[999.19069517],[999.19066789],[999.19064061],[999.19061333],[999.19058604],[999.19055876],[999.19053148],[999.1905042],[999.19047692],[999.19044964],[999.19042236],[999.19039508],[999.1903678],[999.19034052],[999.19031324],[999.19028596],[999.19025868]
[999.34742033],[999.34740928],[999.34740413],[999.34739897],[999.34739381],[999.34738865],[999.3473835],[999.34737834],[999.34737318],[999.34736802],[999.34736287],[999.34735771],[999.34735255],[999.34734739],[999.34734224],[999.34733708],[999.34733192],[999.34732676],[999.34732161],[999.34731645],[999.34731129],[999.34730613],[999.34730098],[999.34729582],[999.34729066],[999.3472855],[999.34728035],[999.34727519],[999.34727003],[999.34726487],[999.34725971],[999.34725456],[999.3472494],[999.34724424],[999.34723908],[999.34723393],[999.34722877],[999.34722361],[999.34721845],[999.3472133],[999.34720814],[999.34720298],[999.34719782],[999.34719267],[999.34718751],[999.34718235],[999.34717719],[999.34717204],[999.34716688],[999.34716172],[999.34715656],[999.34715141],[999.34714625],[999.34714109],[999.34713593],[999.34713078],[999.34712562],[999.34712046],[999.3471153],[999.34711015]
[999.35612238],[999.35611404],[999.35611174],[999.35610944],[999.35610714],[999.35610484],[999.35610254],[999.35610024],[999.35609794],[999.35609564],[999.35609333],[999.35609103],[999.35608873],[999.35608643],[999.35608413],[999.35608183],[999.35607953],[999.35607723],[999.35607493],[999.35607263],[999.35607033],[999.35606803],[999.35606572],[999.35606342],[999.35606112],[999.35605882],[999.35605652],[999.35605422],[999.35605192],[999.35604962],[999.35604732],[999.35604502],[999.35604272],[999.35604041],[999.35603811],[999.35603581],[999.35603351],[999.35603121],[999.35602891],[999.35602661],[999.35602431],[999.35602201],[999.35601971],[999.35601741],[999.35601511],[999.3560128],[999.3560105],[999.3560082],[999.3560059],[999.3560036],[999.3560013],[999.355999],[999.3559967],[999.3559944],[999.3559921],[999.3559898],[999.3559875],[999.35598519],[999.35598289],[999.35598059]
[999.34241947],[999.34240182],[999.34239685],[999.34239189],[999.34238692],[999.34238196],[999.34237699],[999.34237203],[999.34236706],[999.3423621],[999.34235713],[999.34235217],[999.3423472],[999.34234224],[999.34233727],[999.3423323],[999.34232734],[999.34232237],[999.34231741],[999.34231244],[999.34230748],[999.34230251],[999.34229755],[999.34229258],[999.34228762],[999.34228265],[999.34227769],[999.34227272],[999.34226776],[999.34226279],[999.34225783],[999.34225286],[999.3422479],[999.34224293],[999.34223797],[999.342233],[999.34222804],[999.34222307],[999.34221811],[999.34221314],[999.34220818],[999.34220321],[999.34219825],[999.34219328],[999.34218832],[999.34218335],[999.34217839],[999.34217342],[999.34216846],[999.34216349],[999.34215853],[999.34215356],[999.3421486],[999.34214363],[999.34213867],[999.3421337],[999.34212874],[999.34212377],[999.34211881],[999.34211384]
[999.43852925],[999.43852444],[999.43852227],[999.43852011],[999.43851794],[999.43851578],[999.43851361],[999.43851145],[999.43850928],[999.43850712],[999.43850495],[999.43850279],[999.43850062],[999.43849846],[999.43849629],[999.43849413],[999.43849196],[999.4384898],[999.43848764],[999.43848547],[999.43848331],[999.43848114],[999.43847898],[999.43847681],[999.43847465],[999.43847248],[999.43847032],[999.43846815],[999.43846599],[999.43846382],[999.43846166],[999.43845949],[999.43845733],[999.43845516],[999.438453],[999.43845083],[999.43844867],[999.4384465],[999.43844434],[999.43844217],[999.43844001],[999.43843784],[999.43843568],[999.43843351],[999.43843135],[999.43842918],[999.43842702],[999.43842485],[999.43842269],[999.43842052],[999.43841836],[999.43841619],[999.43841403],[999.43841186],[999.4384097],[999.43840753],[999.43840537],[999.4384032],[999.43840104],[999.43839887]
[999.35617891],[999.35617052],[999.3561671],[999.35616368],[999.35616026],[999.35615684],[999.35615342],[999.35615],[999.35614658],[999.35614316],[999.35613974],[999.35613632],[999.3561329],[999.35612947],[999.35612605],[999.35612263],[999.35611921],[999.35611579],[999.35611237],[999.35610895],[999.35610553],[999.35610211],[999.35609869],[999.35609527],[999.35609185],[999.35608843],[999.35608501],[999.35608159],[999.35607817],[999.35607475],[999.35607133],[999.35606791],[999.35606449],[999.35606107],[999.35605764],[999.35605422],[999.3560508],[999.35604738],[999.35604396],[999.35604054],[999.35603712],[999.3560337],[999.35603028],[999.35602686],[999.35602344],[999.35602002],[999.3560166],[999.35601318],[999.35600976],[999.35600634],[999.35600292],[999.3559995],[999.35599608],[999.35599266],[999.35598924],[999.35598581],[999.35598239],[999.35597897],[999.35597555],[999.35597213]
[999.40570441],[999.40569903],[999.40569626],[999.40569349],[999.40569072],[999.40568795],[999.40568518],[999.40568241],[999.40567964],[999.40567687],[999.4056741],[999.40567133],[999.40566856],[999.40566579],[999.40566302],[999.40566025],[999.40565748],[999.40565471],[999.40565194],[999.40564917],[999.4056464],[999.40564363],[999.40564086],[999.40563809],[999.40563532],[999.40563255],[999.40562979],[999.40562702],[999.40562425],[999.40562148],[999.40561871],[999.40561594],[999.40561317],[999.4056104],[999.40560763],[999.40560486],[999.40560209],[999.40559932],[999.40559655],[999.40559378],[999.40559101],[999.40558824],[999.40558547],[999.4055827],[999.40557993],[999.40557716],[999.40557439],[999.40557162],[999.40556885],[999.40556608],[999.40556331],[999.40556054],[999.40555777],[999.405555],[999.40555223],[999.40554946],[999.40554669],[999.40554392],[999.40554115],[999.40553838]
[999.3736876],[999.37368147],[999.37368372],[999.37368597],[999.37368822],[999.37369047],[999.37369272],[999.37369497],[999.37369722],[999.37369947],[999.37370172],[999.37370397],[999.37370621],[999.37370846],[999.37371071],[999.37371296],[999.37371521],[999.37371746],[999.37371971],[999.37372196],[999.37372421],[999.37372646],[999.37372871],[999.37373096],[999.37373321],[999.37373546],[999.3737377],[999.37373995],[999.3737422],[999.37374445],[999.3737467],[999.37374895],[999.3737512],[999.37375345],[999.3737557],[999.37375795],[999.3737602],[999.37376245],[999.3737647],[999.37376694],[999.37376919],[999.37377144],[999.37377369],[999.37377594],[999.37377819],[999.37378044],[999.37378269],[999.37378494],[999.37378719],[999.37378944],[999.37379169],[999.37379394],[999.37379619],[999.37379843],[999.37380068],[999.37380293],[999.37380518],[999.37380743],[999.37380968],[999.37381193]
[999.40343918],[999.40347083],[999.40346879],[999.40346675],[999.40346472],[999.40346268],[999.40346064],[999.40345861],[999.40345657],[999.40345453],[999.4034525],[999.40345046],[999.40344842],[999.40344639],[999.40344435],[999.40344231],[999.40344028],[999.40343824],[999.4034362],[999.40343417],[999.40343213],[999.4034301],[999.40342806],[999.40342602],[999.40342399],[999.40342195],[999.40341991],[999.40341788],[999.40341584],[999.4034138],[999.40341177],[999.40340973],[999.40340769],[999.40340566],[999.40340362],[999.40340158],[999.40339955],[999.40339751],[999.40339548],[999.40339344],[999.4033914],[999.40338937],[999.40338733],[999.40338529],[999.40338326],[999.40338122],[999.40337918],[999.40337715],[999.40337511],[999.40337307],[999.40337104],[999.403369],[999.40336696],[999.40336493],[999.40336289],[999.40336085],[999.40335882],[999.40335678],[999.40335475],[999.40335271]
[999.15522707],[999.15519675],[999.15518344],[999.15517013],[999.15515682],[999.15514351],[999.1551302],[999.15511689],[999.15510357],[999.15509026],[999.15507695],[999.15506364],[999.15505033],[999.15503702],[999.1550237],[999.15501039],[999.15499708],[999.15498377],[999.15497046],[999.15495715],[999.15494383],[999.15493052],[999.15491721],[999.1549039],[999.15489059],[999.15487728],[999.15486397],[999.15485065],[999.15483734],[999.15482403],[999.15481072],[999.15479741],[999.1547841],[999.15477078],[999.15475747],[999.15474416],[999.15473085],[999.15471754],[999.15470423],[999.15469091],[999.1546776],[999.15466429],[999.15465098],[999.15463767],[999.15462436],[999.15461105],[999.15459773],[999.15458442],[999.15457111],[999.1545578],[999.15454449],[999.15453118],[999.15451786],[999.15450455],[999.15449124],[999.15447793],[999.15446462],[999.15445131],[999.15443799],[999.15442468]
[999.36574215],[999.36571827],[999.36570486],[999.36569145],[999.36567804],[999.36566464],[999.36565123],[999.36563782],[999.36562441],[999.36561101],[999.3655976],[999.36558419],[999.36557079],[999.36555738],[999.36554397],[999.36553056],[999.36551716],[999.36550375],[999.36549034],[999.36547694],[999.36546353],[999.36545012],[999.36543671],[999.36542331],[999.3654099],[999.36539649],[999.36538309],[999.36536968],[999.36535627],[999.36534286],[999.36532946],[999.36531605],[999.36530264],[999.36528923],[999.36527583],[999.36526242],[999.36524901],[999.36523561],[999.3652222],[999.36520879],[999.36519538],[999.36518198],[999.36516857],[999.36515516],[999.36514176],[999.36512835],[999.36511494],[999.36510153],[999.36508813],[999.36507472],[999.36506131],[999.36504791],[999.3650345],[999.36502109],[999.36500768],[999.36499428],[999.36498087],[999.36496746],[999.36495406],[999.36494065]
[999.35602238],[999.35600968],[999.35600771],[999.35600574],[999.35600377],[999.3560018],[999.35599983],[999.35599786],[999.35599589],[999.35599392],[999.35599195],[999.35598999],[999.35598802],[999.35598605],[999.35598408],[999.35598211],[999.35598014],[999.35597817],[999.3559762],[999.35597423],[999.35597226],[999.35597029],[999.35596833],[999.35596636],[999.35596439],[999.35596242],[999.35596045],[999.35595848],[999.35595651],[999.35595454],[999.35595257],[999.3559506],[999.35594863],[999.35594667],[999.3559447],[999.35594273],[999.35594076],[999.35593879],[999.35593682],[999.35593485],[999.35593288],[999.35593091],[999.35592894],[999.35592697],[999.355925],[999.35592304],[999.35592107],[999.3559191],[999.35591713],[999.35591516],[999.35591319],[999.35591122],[999.35590925],[999.35590728],[999.35590531],[999.35590334],[999.35590138],[999.35589941],[999.35589744],[999.35589547]
[999.43742407],[999.43742205],[999.43742204],[999.43742203],[999.43742202],[999.437422],[999.43742199],[999.43742198],[999.43742197],[999.43742196],[999.43742195],[999.43742193],[999.43742192],[999.43742191],[999.4374219],[999.43742189],[999.43742187],[999.43742186],[999.43742185],[999.43742184],[999.43742183],[999.43742181],[999.4374218],[999.43742179],[999.43742178],[999.43742177],[999.43742175],[999.43742174],[999.43742173],[999.43742172],[999.43742171],[999.43742169],[999.43742168],[999.43742167],[999.43742166],[999.43742165],[999.43742164],[999.43742162],[999.43742161],[999.4374216],[999.43742159],[999.43742158],[999.43742156],[999.43742155],[999.43742154],[999.43742153],[999.43742152],[999.4374215],[999.43742149],[999.43742148],[999.43742147],[999.43742146],[999.43742144],[999.43742143],[999.43742142],[999.43742141],[999.4374214],[999.43742139],[999.43742137],[999.43742136]
[999.36086795],[999.36085678],[999.36085396],[999.36085114],[999.36084832],[999.3608455],[999.36084268],[999.36083985],[999.36083703],[999.36083421],[999.36083139],[999.36082857],[999.36082575],[999.36082293],[999.36082011],[999.36081729],[999.36081447],[999.36081165],[999.36080883],[999.36080601],[999.36080319],[999.36080037],[999.36079755],[999.36079473],[999.36079191],[999.36078909],[999.36078627],[999.36078345],[999.36078063],[999.36077781],[999.36077499],[999.36077216],[999.36076934],[999.36076652],[999.3607637],[999.36076088],[999.36075806],[999.36075524],[999.36075242],[999.3607496],[999.36074678],[999.36074396],[999.36074114],[999.36073832],[999.3607355],[999.36073268],[999.36072986],[999.36072704],[999.36072422],[999.3607214],[999.36071858],[999.36071576],[999.36071294],[999.36071012],[999.3607073],[999.36070447],[999.36070165],[999.36069883],[999.36069601],[999.36069319]
[999.39750172],[999.39752432],[999.39752393],[999.39752354],[999.39752316],[999.39752277],[999.39752238],[999.39752199],[999.3975216],[999.39752122],[999.39752083],[999.39752044],[999.39752005],[999.39751967],[999.39751928],[999.39751889],[999.3975185],[999.39751811],[999.39751773],[999.39751734],[999.39751695],[999.39751656],[999.39751618],[999.39751579],[999.3975154],[999.39751501],[999.39751462],[999.39751424],[999.39751385],[999.39751346],[999.39751307],[999.39751269],[999.3975123],[999.39751191],[999.39751152],[999.39751113],[999.39751075],[999.39751036],[999.39750997],[999.39750958],[999.3975092],[999.39750881],[999.39750842],[999.39750803],[999.39750764],[999.39750726],[999.39750687],[999.39750648],[999.39750609],[999.39750571],[999.39750532],[999.39750493],[999.39750454],[999.39750415],[999.39750377],[999.39750338],[999.39750299],[999.3975026],[999.39750222],[999.39750183]
[999.17180314],[999.17180252],[999.17179893],[999.17179533],[999.17179174],[999.17178814],[999.17178455],[999.17178095],[999.17177735],[999.17177376],[999.17177016],[999.17176657],[999.17176297],[999.17175938],[999.17175578],[999.17175218],[999.17174859],[999.17174499],[999.1717414],[999.1717378],[999.17173421],[999.17173061],[999.17172701],[999.17172342],[999.17171982],[999.17171623],[999.17171263],[999.17170904],[999.17170544],[999.17170184],[999.17169825],[999.17169465],[999.17169106],[999.17168746],[999.17168387],[999.17168027],[999.17167668],[999.17167308],[999.17166948],[999.17166589],[999.17166229],[999.1716587],[999.1716551],[999.17165151],[999.17164791],[999.17164431],[999.17164072],[999.17163712],[999.17163353],[999.17162993],[999.17162634],[999.17162274],[999.17161914],[999.17161555],[999.17161195],[999.17160836],[999.17160476],[999.17160117],[999.17159757],[999.17159397]
[999.31224276],[999.31222883],[999.31222886],[999.31222888],[999.3122289],[999.31222892],[999.31222894],[999.31222896],[999.31222898],[999.31222901],[999.31222903],[999.31222905],[999.31222907],[999.31222909],[999.31222911],[999.31222913],[999.31222916],[999.31222918],[999.3122292],[999.31222922],[999.31222924],[999.31222926],[999.31222928],[999.31222931],[999.31222933],[999.31222935],[999.31222937],[999.31222939],[999.31222941],[999.31222943],[999.31222946],[999.31222948],[999.3122295],[999.31222952],[999.31222954],[999.31222956],[999.31222958],[999.31222961],[999.31222963],[999.31222965],[999.31222967],[999.31222969],[999.31222971],[999.31222973],[999.31222976],[999.31222978],[999.3122298],[999.31222982],[999.31222984],[999.31222986],[999.31222988],[999.31222991],[999.31222993],[999.31222995],[999.31222997],[999.31222999],[999.31223001],[999.31223003],[999.31223006],[999.31223008]
[999.40444435],[999.40445013],[999.40444726],[999.40444439],[999.40444151],[999.40443864],[999.40443577],[999.4044329],[999.40443003],[999.40442716],[999.40442428],[999.40442141],[999.40441854],[999.40441567],[999.4044128],[999.40440993],[999.40440706],[999.40440418],[999.40440131],[999.40439844],[999.40439557],[999.4043927],[999.40438983],[999.40438695],[999.40438408],[999.40438121],[999.40437834],[999.40437547],[999.4043726],[999.40436972],[999.40436685],[999.40436398],[999.40436111],[999.40435824],[999.40435537],[999.40435249],[999.40434962],[999.40434675],[999.40434388],[999.40434101],[999.40433814],[999.40433526],[999.40433239],[999.40432952],[999.40432665],[999.40432378],[999.40432091],[999.40431804],[999.40431516],[999.40431229],[999.40430942],[999.40430655],[999.40430368],[999.40430081],[999.40429793],[999.40429506],[999.40429219],[999.40428932],[999.40428645],[999.40428358]
[999.27962451],[999.27962487],[999.27962331],[999.27962174],[999.27962017],[999.27961861],[999.27961704],[999.27961548],[999.27961391],[999.27961234],[999.27961078],[999.27960921],[999.27960765],[999.27960608],[999.27960451],[999.27960295],[999.27960138],[999.27959982],[999.27959825],[999.27959668],[999.27959512],[999.27959355],[999.27959199],[999.27959042],[999.27958885],[999.27958729],[999.27958572],[999.27958416],[999.27958259],[999.27958102],[999.27957946],[999.27957789],[999.27957632],[999.27957476],[999.27957319],[999.27957163],[999.27957006],[999.27956849],[999.27956693],[999.27956536],[999.2795638],[999.27956223],[999.27956066],[999.2795591],[999.27955753],[999.27955597],[999.2795544],[999.27955283],[999.27955127],[999.2795497],[999.27954814],[999.27954657],[999.279545],[999.27954344],[999.27954187],[999.27954031],[999.27953874],[999.27953717],[999.27953561],[999.27953404]
[999.31944058],[999.31942749],[999.31942709],[999.31942669],[999.31942629],[999.31942588],[999.31942548],[999.31942508],[999.31942468],[999.31942428],[999.31942387],[999.31942347],[999.31942307],[999.31942267],[999.31942227],[999.31942186],[999.31942146],[999.31942106],[999.31942066],[999.31942026],[999.31941985],[999.31941945],[999.31941905],[999.31941865],[999.31941824],[999.31941784],[999.31941744],[999.31941704],[999.31941664],[999.31941623],[999.31941583],[999.31941543],[999.31941503],[999.31941463],[999.31941422],[999.31941382],[999.31941342],[999.31941302],[999.31941262],[999.31941221],[999.31941181],[999.31941141],[999.31941101],[999.3194106],[999.3194102],[999.3194098],[999.3194094],[999.319409],[999.31940859],[999.31940819],[999.31940779],[999.31940739],[999.31940699],[999.31940658],[999.31940618],[999.31940578],[999.31940538],[999.31940498],[999.31940457],[999.31940417]
[999.40479562],[999.40481488],[999.40481317],[999.40481147],[999.40480977],[999.40480807],[999.40480637],[999.40480466],[999.40480296],[999.40480126],[999.40479956],[999.40479786],[999.40479615],[999.40479445],[999.40479275],[999.40479105],[999.40478934],[999.40478764],[999.40478594],[999.40478424],[999.40478254],[999.40478083],[999.40477913],[999.40477743],[999.40477573],[999.40477403],[999.40477232],[999.40477062],[999.40476892],[999.40476722],[999.40476551],[999.40476381],[999.40476211],[999.40476041],[999.40475871],[999.404757],[999.4047553],[999.4047536],[999.4047519],[999.4047502],[999.40474849],[999.40474679],[999.40474509],[999.40474339],[999.40474168],[999.40473998],[999.40473828],[999.40473658],[999.40473488],[999.40473317],[999.40473147],[999.40472977],[999.40472807],[999.40472637],[999.40472466],[999.40472296],[999.40472126],[999.40471956],[999.40471785],[999.40471615]
[999.1844123],[999.18440781],[999.18440694],[999.18440607],[999.18440521],[999.18440434],[999.18440347],[999.1844026],[999.18440173],[999.18440086],[999.18439999],[999.18439912],[999.18439825],[999.18439738],[999.18439652],[999.18439565],[999.18439478],[999.18439391],[999.18439304],[999.18439217],[999.1843913],[999.18439043],[999.18438956],[999.1843887],[999.18438783],[999.18438696],[999.18438609],[999.18438522],[999.18438435],[999.18438348],[999.18438261],[999.18438174],[999.18438088],[999.18438001],[999.18437914],[999.18437827],[999.1843774],[999.18437653],[999.18437566],[999.18437479],[999.18437392],[999.18437305],[999.18437219],[999.18437132],[999.18437045],[999.18436958],[999.18436871],[999.18436784],[999.18436697],[999.1843661],[999.18436523],[999.18436437],[999.1843635],[999.18436263],[999.18436176],[999.18436089],[999.18436002],[999.18435915],[999.18435828],[999.18435741]
[999.39174139],[999.39170202],[999.39169561],[999.3916892],[999.39168279],[999.39167637],[999.39166996],[999.39166355],[999.39165714],[999.39165072],[999.39164431],[999.3916379],[999.39163149],[999.39162507],[999.39161866],[999.39161225],[999.39160583],[999.39159942],[999.39159301],[999.3915866],[999.39158018],[999.39157377],[999.39156736],[999.39156095],[999.39155453],[999.39154812],[999.39154171],[999.39153529],[999.39152888],[999.39152247],[999.39151606],[999.39150964],[999.39150323],[999.39149682],[999.39149041],[999.39148399],[999.39147758],[999.39147117],[999.39146475],[999.39145834],[999.39145193],[999.39144552],[999.3914391],[999.39143269],[999.39142628],[999.39141987],[999.39141345],[999.39140704],[999.39140063],[999.39139422],[999.3913878],[999.39138139],[999.39137498],[999.39136856],[999.39136215],[999.39135574],[999.39134933],[999.39134291],[999.3913365],[999.39133009]
[999.46584475],[999.4658192],[999.46581914],[999.46581907],[999.46581901],[999.46581894],[999.46581888],[999.46581881],[999.46581875],[999.46581868],[999.46581862],[999.46581855],[999.46581849],[999.46581842],[999.46581836],[999.46581829],[999.46581823],[999.46581816],[999.4658181],[999.46581803],[999.46581797],[999.4658179],[999.46581784],[999.46581777],[999.46581771],[999.46581764],[999.46581758],[999.46581751],[999.46581745],[999.46581738],[999.46581732],[999.46581725],[999.46581719],[999.46581712],[999.46581706],[999.46581699],[999.46581693],[999.46581686],[999.4658168],[999.46581673],[999.46581667],[999.4658166],[999.46581654],[999.46581647],[999.46581641],[999.46581634],[999.46581628],[999.46581621],[999.46581615],[999.46581608],[999.46581602],[999.46581595],[999.46581589],[999.46581582],[999.46581576],[999.46581569],[999.46581563],[999.46581556],[999.4658155],[999.46581543]
[999.42741344],[999.42740581],[999.42740137],[999.42739692],[999.42739247],[999.42738802],[999.42738357],[999.42737912],[999.42737467],[999.42737022],[999.42736577],[999.42736132],[999.42735687],[999.42735242],[999.42734797],[999.42734352],[999.42733907],[999.42733462],[999.42733017],[999.42732572],[999.42732127],[999.42731682],[999.42731237],[999.42730792],[999.42730347],[999.42729902],[999.42729457],[999.42729013],[999.42728568],[999.42728123],[999.42727678],[999.42727233],[999.42726788],[999.42726343],[999.42725898],[999.42725453],[999.42725008],[999.42724563],[999.42724118],[999.42723673],[999.42723228],[999.42722783],[999.42722338],[999.42721893],[999.42721448],[999.42721003],[999.42720558],[999.42720113],[999.42719668],[999.42719223],[999.42718778],[999.42718333],[999.42717888],[999.42717444],[999.42716999],[999.42716554],[999.42716109],[999.42715664],[999.42715219],[999.42714774]
[999.35309764],[999.35308437],[999.35307953],[999.35307468],[999.35306984],[999.35306499],[999.35306015],[999.35305531],[999.35305046],[999.35304562],[999.35304077],[999.35303593],[999.35303108],[999.35302624],[999.3530214],[999.35301655],[999.35301171],[999.35300686],[999.35300202],[999.35299717],[999.35299233],[999.35298749],[999.35298264],[999.3529778],[999.35297295],[999.35296811],[999.35296326],[999.35295842],[999.35295358],[999.35294873],[999.35294389],[999.35293904],[999.3529342],[999.35292935],[999.35292451],[999.35291967],[999.35291482],[999.35290998],[999.35290513],[999.35290029],[999.35289545],[999.3528906],[999.35288576],[999.35288091],[999.35287607],[999.35287122],[999.35286638],[999.35286154],[999.35285669],[999.35285185],[999.352847],[999.35284216],[999.35283731],[999.35283247],[999.35282763],[999.35282278],[999.35281794],[999.35281309],[999.35280825],[999.3528034]
[999.38169452],[999.381693],[999.3816932],[999.3816934],[999.38169361],[999.38169381],[999.38169401],[999.38169421],[999.38169441],[999.38169461],[999.38169481],[999.38169501],[999.38169521],[999.38169541],[999.38169561],[999.38169581],[999.38169601],[999.38169621],[999.38169642],[999.38169662],[999.38169682],[999.38169702],[999.38169722],[999.38169742],[999.38169762],[999.38169782],[999.38169802],[999.38169822],[999.38169842],[999.38169862],[999.38169882],[999.38169902],[999.38169923],[999.38169943],[999.38169963],[999.38169983],[999.38170003],[999.38170023],[999.38170043],[999.38170063],[999.38170083],[999.38170103],[999.38170123],[999.38170143],[999.38170163],[999.38170184],[999.38170204],[999.38170224],[999.38170244],[999.38170264],[999.38170284],[999.38170304],[999.38170324],[999.38170344],[999.38170364],[999.38170384],[999.38170404],[999.38170424],[999.38170444],[999.38170465]
[999.37776484],[999.37775701],[999.37775347],[999.37774992],[999.37774637],[999.37774282],[999.37773927],[999.37773572],[999.37773217],[999.37772862],[999.37772507],[999.37772152],[999.37771797],[999.37771442],[999.37771087],[999.37770732],[999.37770377],[999.37770022],[999.37769667],[999.37769312],[999.37768958],[999.37768603],[999.37768248],[999.37767893],[999.37767538],[999.37767183],[999.37766828],[999.37766473],[999.37766118],[999.37765763],[999.37765408],[999.37765053],[999.37764698],[999.37764343],[999.37763988],[999.37763633],[999.37763278],[999.37762923],[999.37762568],[999.37762214],[999.37761859],[999.37761504],[999.37761149],[999.37760794],[999.37760439],[999.37760084],[999.37759729],[999.37759374],[999.37759019],[999.37758664],[999.37758309],[999.37757954],[999.37757599],[999.37757244],[999.37756889],[999.37756534],[999.37756179],[999.37755825],[999.3775547],[999.37755115]
[999.38550899],[999.38550759],[999.38550568],[999.38550376],[999.38550184],[999.38549993],[999.38549801],[999.3854961],[999.38549418],[999.38549226],[999.38549035],[999.38548843],[999.38548651],[999.3854846],[999.38548268],[999.38548077],[999.38547885],[999.38547693],[999.38547502],[999.3854731],[999.38547118],[999.38546927],[999.38546735],[999.38546544],[999.38546352],[999.3854616],[999.38545969],[999.38545777],[999.38545585],[999.38545394],[999.38545202],[999.38545011],[999.38544819],[999.38544627],[999.38544436],[999.38544244],[999.38544052],[999.38543861],[999.38543669],[999.38543478],[999.38543286],[999.38543094],[999.38542903],[999.38542711],[999.38542519],[999.38542328],[999.38542136],[999.38541945],[999.38541753],[999.38541561],[999.3854137],[999.38541178],[999.38540986],[999.38540795],[999.38540603],[999.38540412],[999.3854022],[999.38540028],[999.38539837],[999.38539645]
[999.42579782],[999.42578564],[999.4257815],[999.42577737],[999.42577324],[999.4257691],[999.42576497],[999.42576083],[999.4257567],[999.42575257],[999.42574843],[999.4257443],[999.42574016],[999.42573603],[999.4257319],[999.42572776],[999.42572363],[999.42571949],[999.42571536],[999.42571123],[999.42570709],[999.42570296],[999.42569882],[999.42569469],[999.42569056],[999.42568642],[999.42568229],[999.42567815],[999.42567402],[999.42566989],[999.42566575],[999.42566162],[999.42565748],[999.42565335],[999.42564922],[999.42564508],[999.42564095],[999.42563681],[999.42563268],[999.42562855],[999.42562441],[999.42562028],[999.42561614],[999.42561201],[999.42560788],[999.42560374],[999.42559961],[999.42559547],[999.42559134],[999.42558721],[999.42558307],[999.42557894],[999.4255748],[999.42557067],[999.42556654],[999.4255624],[999.42555827],[999.42555413],[999.42555],[999.42554587]
[999.26893285],[999.26892356],[999.26892175],[999.26891993],[999.26891811],[999.2689163],[999.26891448],[999.26891267],[999.26891085],[999.26890903],[999.26890722],[999.2689054],[999.26890359],[999.26890177],[999.26889995],[999.26889814],[999.26889632],[999.26889451],[999.26889269],[999.26889087],[999.26888906],[999.26888724],[999.26888543],[999.26888361],[999.26888179],[999.26887998],[999.26887816],[999.26887635],[999.26887453],[999.26887271],[999.2688709],[999.26886908],[999.26886727],[999.26886545],[999.26886364],[999.26886182],[999.26886],[999.26885819],[999.26885637],[999.26885456],[999.26885274],[999.26885092],[999.26884911],[999.26884729],[999.26884548],[999.26884366],[999.26884184],[999.26884003],[999.26883821],[999.2688364],[999.26883458],[999.26883276],[999.26883095],[999.26882913],[999.26882732],[999.2688255],[999.26882368],[999.26882187],[999.26882005],[999.26881824]
