Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60
[999.26973649],[999.26964955],[999.26963031],[999.26961107],[999.26959183],[999.26957259],[999.26955335],[999.26953411],[999.26951487],[999.26949562],[999.26947638],[999.26945714],[999.2694379],[999.26941866],[999.26939942],[999.26938018],[999.26936094],[999.2693417],[999.26932246],[999.26930321],[999.26928397],[999.26926473],[999.26924549],[999.26922625],[999.26920701],[999.26918777],[999.26916853],[999.26914929],[999.26913005],[999.2691108],[999.26909156],[999.26907232],[999.26905308],[999.26903384],[999.2690146],[999.26899536],[999.26897612],[999.26895688],[999.26893764],[999.26891839],[999.26889915],[999.26887991],[999.26886067],[999.26884143],[999.26882219],[999.26880295],[999.26878371],[999.26876447],[999.26874522],[999.26872598],[999.26870674],[999.2686875],[999.26866826],[999.26864902],[999.26862978],[999.26861054],[999.2685913],[999.26857206],[999.26855281],[999.26853357]
[999.2111758],[999.21124908],[999.21124294],[999.2112368],[999.21123066],[999.21122451],[999.21121837],[999.21121223],[999.21120609],[999.21119995],[999.21119381],[999.21118766],[999.21118152],[999.21117538],[999.21116924],[999.2111631],[999.21115696],[999.21115081],[999.21114467],[999.21113853],[999.21113239],[999.21112625],[999.21112011],[999.21111396],[999.21110782],[999.21110168],[999.21109554],[999.2110894],[999.21108326],[999.21107712],[999.21107097],[999.21106483],[999.21105869],[999.21105255],[999.21104641],[999.21104027],[999.21103412],[999.21102798],[999.21102184],[999.2110157],[999.21100956],[999.21100342],[999.21099727],[999.21099113],[999.21098499],[999.21097885],[999.21097271],[999.21096657],[999.21096042],[999.21095428],[999.21094814],[999.210942],[999.21093586],[999.21092972],[999.21092357],[999.21091743],[999.21091129],[999.21090515],[999.21089901],[999.21089287]
[999.45367929],[999.45359091],[999.45357409],[999.45355727],[999.45354044],[999.45352362],[999.4535068],[999.45348998],[999.45347315],[999.45345633],[999.45343951],[999.45342268],[999.45340586],[999.45338904],[999.45337222],[999.45335539],[999.45333857],[999.45332175],[999.45330493],[999.4532881],[999.45327128],[999.45325446],[999.45323763],[999.45322081],[999.45320399],[999.45318717],[999.45317034],[999.45315352],[999.4531367],[999.45311988],[999.45310305],[999.45308623],[999.45306941],[999.45305258],[999.45303576],[999.45301894],[999.45300212],[999.45298529],[999.45296847],[999.45295165],[999.45293483],[999.452918],[999.45290118],[999.45288436],[999.45286753],[999.45285071],[999.45283389],[999.45281707],[999.45280024],[999.45278342],[999.4527666],[999.45274978],[999.45273295],[999.45271613],[999.45269931],[999.45268248],[999.45266566],[999.45264884],[999.45263202],[999.45261519]
[999.21904178],[999.21898504],[999.21896676],[999.21894848],[999.2189302],[999.21891192],[999.21889364],[999.21887536],[999.21885707],[999.21883879],[999.21882051],[999.21880223],[999.21878395],[999.21876567],[999.21874739],[999.21872911],[999.21871083],[999.21869255],[999.21867427],[999.21865599],[999.2186377],[999.21861942],[999.21860114],[999.21858286],[999.21856458],[999.2185463],[999.21852802],[999.21850974],[999.21849146],[999.21847318],[999.2184549],[999.21843662],[999.21841833],[999.21840005],[999.21838177],[999.21836349],[999.21834521],[999.21832693],[999.21830865],[999.21829037],[999.21827209],[999.21825381],[999.21823553],[999.21821725],[999.21819896],[999.21818068],[999.2181624],[999.21814412],[999.21812584],[999.21810756],[999.21808928],[999.218071],[999.21805272],[999.21803444],[999.21801616],[999.21799788],[999.21797959],[999.21796131],[999.21794303],[999.21792475]
[999.25726046],[999.25728397],[999.25726613],[999.25724829],[999.25723045],[999.25721261],[999.25719477],[999.25717693],[999.25715909],[999.25714126],[999.25712342],[999.25710558],[999.25708774],[999.2570699],[999.25705206],[999.25703422],[999.25701638],[999.25699854],[999.25698071],[999.25696287],[999.25694503],[999.25692719],[999.25690935],[999.25689151],[999.25687367],[999.25685583],[999.25683799],[999.25682016],[999.25680232],[999.25678448],[999.25676664],[999.2567488],[999.25673096],[999.25671312],[999.25669528],[999.25667744],[999.2566596],[999.25664177],[999.25662393],[999.25660609],[999.25658825],[999.25657041],[999.25655257],[999.25653473],[999.25651689],[999.25649905],[999.25648122],[999.25646338],[999.25644554],[999.2564277],[999.25640986],[999.25639202],[999.25637418],[999.25635634],[999.2563385],[999.25632067],[999.25630283],[999.25628499],[999.25626715],[999.25624931]
[999.36145355],[999.36155891],[999.36154551],[999.36153211],[999.36151871],[999.3615053],[999.3614919],[999.3614785],[999.3614651],[999.36145169],[999.36143829],[999.36142489],[999.36141149],[999.36139808],[999.36138468],[999.36137128],[999.36135787],[999.36134447],[999.36133107],[999.36131767],[999.36130426],[999.36129086],[999.36127746],[999.36126406],[999.36125065],[999.36123725],[999.36122385],[999.36121045],[999.36119704],[999.36118364],[999.36117024],[999.36115683],[999.36114343],[999.36113003],[999.36111663],[999.36110322],[999.36108982],[999.36107642],[999.36106302],[999.36104961],[999.36103621],[999.36102281],[999.3610094],[999.360996],[999.3609826],[999.3609692],[999.36095579],[999.36094239],[999.36092899],[999.36091559],[999.36090218],[999.36088878],[999.36087538],[999.36086198],[999.36084857],[999.36083517],[999.36082177],[999.36080836],[999.36079496],[999.36078156]
[999.50429219],[999.50439095],[999.50438967],[999.50438839],[999.50438711],[999.50438583],[999.50438455],[999.50438327],[999.50438199],[999.50438071],[999.50437943],[999.50437815],[999.50437687],[999.50437559],[999.50437431],[999.50437303],[999.50437175],[999.50437047],[999.50436918],[999.5043679],[999.50436662],[999.50436534],[999.50436406],[999.50436278],[999.5043615],[999.50436022],[999.50435894],[999.50435766],[999.50435638],[999.5043551],[999.50435382],[999.50435254],[999.50435126],[999.50434998],[999.5043487],[999.50434742],[999.50434614],[999.50434486],[999.50434358],[999.5043423],[999.50434102],[999.50433974],[999.50433846],[999.50433718],[999.5043359],[999.50433462],[999.50433334],[999.50433206],[999.50433078],[999.5043295],[999.50432822],[999.50432693],[999.50432565],[999.50432437],[999.50432309],[999.50432181],[999.50432053],[999.50431925],[999.50431797],[999.50431669]
[999.5036297],[999.50359113],[999.50359008],[999.50358903],[999.50358798],[999.50358693],[999.50358588],[999.50358483],[999.50358378],[999.50358273],[999.50358168],[999.50358063],[999.50357958],[999.50357853],[999.50357748],[999.50357643],[999.50357538],[999.50357433],[999.50357328],[999.50357223],[999.50357118],[999.50357013],[999.50356908],[999.50356803],[999.50356698],[999.50356593],[999.50356488],[999.50356383],[999.50356278],[999.50356173],[999.50356068],[999.50355963],[999.50355858],[999.50355753],[999.50355648],[999.50355543],[999.50355438],[999.50355333],[999.50355228],[999.50355123],[999.50355018],[999.50354913],[999.50354808],[999.50354703],[999.50354598],[999.50354494],[999.50354389],[999.50354284],[999.50354179],[999.50354074],[999.50353969],[999.50353864],[999.50353759],[999.50353654],[999.50353549],[999.50353444],[999.50353339],[999.50353234],[999.50353129],[999.50353024]
[999.31689819],[999.31681735],[999.31681405],[999.31681076],[999.31680747],[999.31680418],[999.31680088],[999.31679759],[999.3167943],[999.31679101],[999.31678771],[999.31678442],[999.31678113],[999.31677784],[999.31677454],[999.31677125],[999.31676796],[999.31676467],[999.31676138],[999.31675808],[999.31675479],[999.3167515],[999.31674821],[999.31674491],[999.31674162],[999.31673833],[999.31673504],[999.31673174],[999.31672845],[999.31672516],[999.31672187],[999.31671857],[999.31671528],[999.31671199],[999.3167087],[999.3167054],[999.31670211],[999.31669882],[999.31669553],[999.31669223],[999.31668894],[999.31668565],[999.31668236],[999.31667906],[999.31667577],[999.31667248],[999.31666919],[999.3166659],[999.3166626],[999.31665931],[999.31665602],[999.31665273],[999.31664943],[999.31664614],[999.31664285],[999.31663956],[999.31663626],[999.31663297],[999.31662968],[999.31662639]
[999.24457632],[999.24462434],[999.24462185],[999.24461936],[999.24461687],[999.24461439],[999.2446119],[999.24460941],[999.24460692],[999.24460444],[999.24460195],[999.24459946],[999.24459697],[999.24459449],[999.244592],[999.24458951],[999.24458702],[999.24458454],[999.24458205],[999.24457956],[999.24457707],[999.24457459],[999.2445721],[999.24456961],[999.24456712],[999.24456464],[999.24456215],[999.24455966],[999.24455717],[999.24455469],[999.2445522],[999.24454971],[999.24454722],[999.24454474],[999.24454225],[999.24453976],[999.24453727],[999.24453479],[999.2445323],[999.24452981],[999.24452732],[999.24452484],[999.24452235],[999.24451986],[999.24451737],[999.24451489],[999.2445124],[999.24450991],[999.24450743],[999.24450494],[999.24450245],[999.24449996],[999.24449748],[999.24449499],[999.2444925],[999.24449001],[999.24448753],[999.24448504],[999.24448255],[999.24448006]
[999.42344148],[999.42347388],[999.42347029],[999.4234667],[999.42346311],[999.42345951],[999.42345592],[999.42345233],[999.42344874],[999.42344515],[999.42344155],[999.42343796],[999.42343437],[999.42343078],[999.42342718],[999.42342359],[999.42342],[999.42341641],[999.42341282],[999.42340922],[999.42340563],[999.42340204],[999.42339845],[999.42339485],[999.42339126],[999.42338767],[999.42338408],[999.42338049],[999.42337689],[999.4233733],[999.42336971],[999.42336612],[999.42336252],[999.42335893],[999.42335534],[999.42335175],[999.42334816],[999.42334456],[999.42334097],[999.42333738],[999.42333379],[999.42333019],[999.4233266],[999.42332301],[999.42331942],[999.42331583],[999.42331223],[999.42330864],[999.42330505],[999.42330146],[999.42329786],[999.42329427],[999.42329068],[999.42328709],[999.4232835],[999.4232799],[999.42327631],[999.42327272],[999.42326913],[999.42326553]
[999.40464344],[999.40465392],[999.40465415],[999.40465437],[999.4046546],[999.40465483],[999.40465505],[999.40465528],[999.40465551],[999.40465573],[999.40465596],[999.40465619],[999.40465641],[999.40465664],[999.40465687],[999.40465709],[999.40465732],[999.40465755],[999.40465777],[999.404658],[999.40465823],[999.40465845],[999.40465868],[999.40465891],[999.40465913],[999.40465936],[999.40465959],[999.40465981],[999.40466004],[999.40466027],[999.40466049],[999.40466072],[999.40466095],[999.40466117],[999.4046614],[999.40466163],[999.40466185],[999.40466208],[999.40466231],[999.40466253],[999.40466276],[999.40466299],[999.40466322],[999.40466344],[999.40466367],[999.4046639],[999.40466412],[999.40466435],[999.40466458],[999.4046648],[999.40466503],[999.40466526],[999.40466548],[999.40466571],[999.40466594],[999.40466616],[999.40466639],[999.40466662],[999.40466684],[999.40466707]
[999.3805118],[999.38052423],[999.38052724],[999.38053024],[999.38053324],[999.38053624],[999.38053925],[999.38054225],[999.38054525],[999.38054825],[999.38055126],[999.38055426],[999.38055726],[999.38056026],[999.38056327],[999.38056627],[999.38056927],[999.38057227],[999.38057528],[999.38057828],[999.38058128],[999.38058428],[999.38058728],[999.38059029],[999.38059329],[999.38059629],[999.38059929],[999.3806023],[999.3806053],[999.3806083],[999.3806113],[999.38061431],[999.38061731],[999.38062031],[999.38062331],[999.38062632],[999.38062932],[999.38063232],[999.38063532],[999.38063833],[999.38064133],[999.38064433],[999.38064733],[999.38065033],[999.38065334],[999.38065634],[999.38065934],[999.38066234],[999.38066535],[999.38066835],[999.38067135],[999.38067435],[999.38067736],[999.38068036],[999.38068336],[999.38068636],[999.38068937],[999.38069237],[999.38069537],[999.38069837]
[999.38765063],[999.38761188],[999.38760738],[999.38760288],[999.38759838],[999.38759387],[999.38758937],[999.38758487],[999.38758037],[999.38757587],[999.38757137],[999.38756686],[999.38756236],[999.38755786],[999.38755336],[999.38754886],[999.38754436],[999.38753985],[999.38753535],[999.38753085],[999.38752635],[999.38752185],[999.38751735],[999.38751284],[999.38750834],[999.38750384],[999.38749934],[999.38749484],[999.38749034],[999.38748583],[999.38748133],[999.38747683],[999.38747233],[999.38746783],[999.38746333],[999.38745883],[999.38745432],[999.38744982],[999.38744532],[999.38744082],[999.38743632],[999.38743182],[999.38742731],[999.38742281],[999.38741831],[999.38741381],[999.38740931],[999.38740481],[999.3874003],[999.3873958],[999.3873913],[999.3873868],[999.3873823],[999.3873778],[999.38737329],[999.38736879],[999.38736429],[999.38735979],[999.38735529],[999.38735079]
[999.2546083],[999.25456932],[999.2545654],[999.25456148],[999.25455756],[999.25455365],[999.25454973],[999.25454581],[999.2545419],[999.25453798],[999.25453406],[999.25453014],[999.25452623],[999.25452231],[999.25451839],[999.25451448],[999.25451056],[999.25450664],[999.25450272],[999.25449881],[999.25449489],[999.25449097],[999.25448706],[999.25448314],[999.25447922],[999.2544753],[999.25447139],[999.25446747],[999.25446355],[999.25445964],[999.25445572],[999.2544518],[999.25444789],[999.25444397],[999.25444005],[999.25443613],[999.25443222],[999.2544283],[999.25442438],[999.25442047],[999.25441655],[999.25441263],[999.25440871],[999.2544048],[999.25440088],[999.25439696],[999.25439305],[999.25438913],[999.25438521],[999.25438129],[999.25437738],[999.25437346],[999.25436954],[999.25436563],[999.25436171],[999.25435779],[999.25435387],[999.25434996],[999.25434604],[999.25434212]
[999.23486148],[999.23481155],[999.23480132],[999.23479108],[999.23478085],[999.23477061],[999.23476038],[999.23475014],[999.23473991],[999.23472967],[999.23471944],[999.2347092],[999.23469896],[999.23468873],[999.23467849],[999.23466826],[999.23465802],[999.23464779],[999.23463755],[999.23462732],[999.23461708],[999.23460685],[999.23459661],[999.23458638],[999.23457614],[999.23456591],[999.23455567],[999.23454544],[999.2345352],[999.23452497],[999.23451473],[999.2345045],[999.23449426],[999.23448403],[999.23447379],[999.23446356],[999.23445332],[999.23444309],[999.23443285],[999.23442262],[999.23441238],[999.23440215],[999.23439191],[999.23438168],[999.23437144],[999.2343612],[999.23435097],[999.23434073],[999.2343305],[999.23432026],[999.23431003],[999.23429979],[999.23428956],[999.23427932],[999.23426909],[999.23425885],[999.23424862],[999.23423838],[999.23422815],[999.23421791]
[999.21411612],[999.21411813],[999.2141117],[999.21410526],[999.21409882],[999.21409238],[999.21408595],[999.21407951],[999.21407307],[999.21406664],[999.2140602],[999.21405376],[999.21404732],[999.21404089],[999.21403445],[999.21402801],[999.21402158],[999.21401514],[999.2140087],[999.21400226],[999.21399583],[999.21398939],[999.21398295],[999.21397652],[999.21397008],[999.21396364],[999.2139572],[999.21395077],[999.21394433],[999.21393789],[999.21393146],[999.21392502],[999.21391858],[999.21391214],[999.21390571],[999.21389927],[999.21389283],[999.2138864],[999.21387996],[999.21387352],[999.21386708],[999.21386065],[999.21385421],[999.21384777],[999.21384134],[999.2138349],[999.21382846],[999.21382202],[999.21381559],[999.21380915],[999.21380271],[999.21379628],[999.21378984],[999.2137834],[999.21377696],[999.21377053],[999.21376409],[999.21375765],[999.21375122],[999.21374478]
[999.3443797],[999.34439618],[999.34438884],[999.3443815],[999.34437416],[999.34436683],[999.34435949],[999.34435215],[999.34434481],[999.34433748],[999.34433014],[999.3443228],[999.34431546],[999.34430813],[999.34430079],[999.34429345],[999.34428611],[999.34427878],[999.34427144],[999.3442641],[999.34425676],[999.34424943],[999.34424209],[999.34423475],[999.34422741],[999.34422008],[999.34421274],[999.3442054],[999.34419806],[999.34419073],[999.34418339],[999.34417605],[999.34416871],[999.34416137],[999.34415404],[999.3441467],[999.34413936],[999.34413202],[999.34412469],[999.34411735],[999.34411001],[999.34410267],[999.34409534],[999.344088],[999.34408066],[999.34407332],[999.34406599],[999.34405865],[999.34405131],[999.34404397],[999.34403664],[999.3440293],[999.34402196],[999.34401462],[999.34400729],[999.34399995],[999.34399261],[999.34398527],[999.34397794],[999.3439706]
[999.42058996],[999.42059473],[999.42059106],[999.42058739],[999.42058372],[999.42058006],[999.42057639],[999.42057272],[999.42056905],[999.42056538],[999.42056172],[999.42055805],[999.42055438],[999.42055071],[999.42054704],[999.42054338],[999.42053971],[999.42053604],[999.42053237],[999.4205287],[999.42052504],[999.42052137],[999.4205177],[999.42051403],[999.42051036],[999.4205067],[999.42050303],[999.42049936],[999.42049569],[999.42049202],[999.42048836],[999.42048469],[999.42048102],[999.42047735],[999.42047369],[999.42047002],[999.42046635],[999.42046268],[999.42045901],[999.42045535],[999.42045168],[999.42044801],[999.42044434],[999.42044067],[999.42043701],[999.42043334],[999.42042967],[999.420426],[999.42042233],[999.42041867],[999.420415],[999.42041133],[999.42040766],[999.42040399],[999.42040033],[999.42039666],[999.42039299],[999.42038932],[999.42038565],[999.42038199]
[999.37174088],[999.37174267],[999.3717377],[999.37173273],[999.37172776],[999.37172279],[999.37171782],[999.37171285],[999.37170788],[999.37170291],[999.37169794],[999.37169297],[999.371688],[999.37168303],[999.37167805],[999.37167308],[999.37166811],[999.37166314],[999.37165817],[999.3716532],[999.37164823],[999.37164326],[999.37163829],[999.37163332],[999.37162835],[999.37162338],[999.37161841],[999.37161344],[999.37160847],[999.3716035],[999.37159853],[999.37159356],[999.37158859],[999.37158362],[999.37157865],[999.37157368],[999.37156871],[999.37156374],[999.37155877],[999.3715538],[999.37154882],[999.37154385],[999.37153888],[999.37153391],[999.37152894],[999.37152397],[999.371519],[999.37151403],[999.37150906],[999.37150409],[999.37149912],[999.37149415],[999.37148918],[999.37148421],[999.37147924],[999.37147427],[999.3714693],[999.37146433],[999.37145936],[999.37145439]
[999.36300737],[999.36300317],[999.36299914],[999.36299512],[999.36299109],[999.36298707],[999.36298304],[999.36297902],[999.36297499],[999.36297097],[999.36296694],[999.36296292],[999.36295889],[999.36295487],[999.36295084],[999.36294682],[999.36294279],[999.36293877],[999.36293474],[999.36293072],[999.36292669],[999.36292267],[999.36291864],[999.36291461],[999.36291059],[999.36290656],[999.36290254],[999.36289851],[999.36289449],[999.36289046],[999.36288644],[999.36288241],[999.36287839],[999.36287436],[999.36287034],[999.36286631],[999.36286229],[999.36285826],[999.36285424],[999.36285021],[999.36284619],[999.36284216],[999.36283814],[999.36283411],[999.36283009],[999.36282606],[999.36282203],[999.36281801],[999.36281398],[999.36280996],[999.36280593],[999.36280191],[999.36279788],[999.36279386],[999.36278983],[999.36278581],[999.36278178],[999.36277776],[999.36277373],[999.36276971]
[999.34172898],[999.34171218],[999.34169936],[999.34168655],[999.34167373],[999.34166091],[999.34164809],[999.34163528],[999.34162246],[999.34160964],[999.34159682],[999.34158401],[999.34157119],[999.34155837],[999.34154556],[999.34153274],[999.34151992],[999.3415071],[999.34149429],[999.34148147],[999.34146865],[999.34145583],[999.34144302],[999.3414302],[999.34141738],[999.34140457],[999.34139175],[999.34137893],[999.34136611],[999.3413533],[999.34134048],[999.34132766],[999.34131484],[999.34130203],[999.34128921],[999.34127639],[999.34126358],[999.34125076],[999.34123794],[999.34122512],[999.34121231],[999.34119949],[999.34118667],[999.34117386],[999.34116104],[999.34114822],[999.3411354],[999.34112259],[999.34110977],[999.34109695],[999.34108413],[999.34107132],[999.3410585],[999.34104568],[999.34103287],[999.34102005],[999.34100723],[999.34099441],[999.3409816],[999.34096878]
[999.32413425],[999.32410654],[999.32408886],[999.32407118],[999.32405349],[999.32403581],[999.32401813],[999.32400045],[999.32398276],[999.32396508],[999.3239474],[999.32392972],[999.32391203],[999.32389435],[999.32387667],[999.32385898],[999.3238413],[999.32382362],[999.32380594],[999.32378825],[999.32377057],[999.32375289],[999.32373521],[999.32371752],[999.32369984],[999.32368216],[999.32366447],[999.32364679],[999.32362911],[999.32361143],[999.32359374],[999.32357606],[999.32355838],[999.32354069],[999.32352301],[999.32350533],[999.32348765],[999.32346996],[999.32345228],[999.3234346],[999.32341692],[999.32339923],[999.32338155],[999.32336387],[999.32334618],[999.3233285],[999.32331082],[999.32329314],[999.32327545],[999.32325777],[999.32324009],[999.32322241],[999.32320472],[999.32318704],[999.32316936],[999.32315167],[999.32313399],[999.32311631],[999.32309863],[999.32308094]
[999.28297273],[999.28300808],[999.2830019],[999.28299571],[999.28298953],[999.28298335],[999.28297716],[999.28297098],[999.28296479],[999.28295861],[999.28295242],[999.28294624],[999.28294006],[999.28293387],[999.28292769],[999.2829215],[999.28291532],[999.28290914],[999.28290295],[999.28289677],[999.28289058],[999.2828844],[999.28287821],[999.28287203],[999.28286585],[999.28285966],[999.28285348],[999.28284729],[999.28284111],[999.28283492],[999.28282874],[999.28282256],[999.28281637],[999.28281019],[999.282804],[999.28279782],[999.28279164],[999.28278545],[999.28277927],[999.28277308],[999.2827669],[999.28276071],[999.28275453],[999.28274835],[999.28274216],[999.28273598],[999.28272979],[999.28272361],[999.28271743],[999.28271124],[999.28270506],[999.28269887],[999.28269269],[999.2826865],[999.28268032],[999.28267414],[999.28266795],[999.28266177],[999.28265558],[999.2826494]
[999.44946649],[999.44948108],[999.44947316],[999.44946524],[999.44945732],[999.44944939],[999.44944147],[999.44943355],[999.44942563],[999.4494177],[999.44940978],[999.44940186],[999.44939393],[999.44938601],[999.44937809],[999.44937017],[999.44936224],[999.44935432],[999.4493464],[999.44933848],[999.44933055],[999.44932263],[999.44931471],[999.44930679],[999.44929886],[999.44929094],[999.44928302],[999.44927509],[999.44926717],[999.44925925],[999.44925133],[999.4492434],[999.44923548],[999.44922756],[999.44921964],[999.44921171],[999.44920379],[999.44919587],[999.44918795],[999.44918002],[999.4491721],[999.44916418],[999.44915626],[999.44914833],[999.44914041],[999.44913249],[999.44912456],[999.44911664],[999.44910872],[999.4491008],[999.44909287],[999.44908495],[999.44907703],[999.44906911],[999.44906118],[999.44905326],[999.44904534],[999.44903742],[999.44902949],[999.44902157]
[999.63131369],[999.63129865],[999.63129783],[999.63129701],[999.63129618],[999.63129536],[999.63129453],[999.63129371],[999.63129288],[999.63129206],[999.63129123],[999.63129041],[999.63128959],[999.63128876],[999.63128794],[999.63128711],[999.63128629],[999.63128546],[999.63128464],[999.63128382],[999.63128299],[999.63128217],[999.63128134],[999.63128052],[999.63127969],[999.63127887],[999.63127805],[999.63127722],[999.6312764],[999.63127557],[999.63127475],[999.63127392],[999.6312731],[999.63127227],[999.63127145],[999.63127063],[999.6312698],[999.63126898],[999.63126815],[999.63126733],[999.6312665],[999.63126568],[999.63126486],[999.63126403],[999.63126321],[999.63126238],[999.63126156],[999.63126073],[999.63125991],[999.63125909],[999.63125826],[999.63125744],[999.63125661],[999.63125579],[999.63125496],[999.63125414],[999.63125331],[999.63125249],[999.63125167],[999.63125084]
[999.26076754],[999.26076411],[999.26076016],[999.26075622],[999.26075227],[999.26074833],[999.26074438],[999.26074044],[999.26073649],[999.26073255],[999.26072861],[999.26072466],[999.26072072],[999.26071677],[999.26071283],[999.26070888],[999.26070494],[999.26070099],[999.26069705],[999.2606931],[999.26068916],[999.26068522],[999.26068127],[999.26067733],[999.26067338],[999.26066944],[999.26066549],[999.26066155],[999.2606576],[999.26065366],[999.26064971],[999.26064577],[999.26064182],[999.26063788],[999.26063394],[999.26062999],[999.26062605],[999.2606221],[999.26061816],[999.26061421],[999.26061027],[999.26060632],[999.26060238],[999.26059843],[999.26059449],[999.26059055],[999.2605866],[999.26058266],[999.26057871],[999.26057477],[999.26057082],[999.26056688],[999.26056293],[999.26055899],[999.26055504],[999.2605511],[999.26054715],[999.26054321],[999.26053927],[999.26053532]
[999.20674811],[999.20674432],[999.20673662],[999.20672892],[999.20672121],[999.20671351],[999.2067058],[999.2066981],[999.20669039],[999.20668269],[999.20667498],[999.20666728],[999.20665957],[999.20665187],[999.20664416],[999.20663646],[999.20662876],[999.20662105],[999.20661335],[999.20660564],[999.20659794],[999.20659023],[999.20658253],[999.20657482],[999.20656712],[999.20655941],[999.20655171],[999.206544],[999.2065363],[999.2065286],[999.20652089],[999.20651319],[999.20650548],[999.20649778],[999.20649007],[999.20648237],[999.20647466],[999.20646696],[999.20645925],[999.20645155],[999.20644385],[999.20643614],[999.20642844],[999.20642073],[999.20641303],[999.20640532],[999.20639762],[999.20638991],[999.20638221],[999.2063745],[999.2063668],[999.20635909],[999.20635139],[999.20634369],[999.20633598],[999.20632828],[999.20632057],[999.20631287],[999.20630516],[999.20629746]
[999.36393564],[999.36394064],[999.36393838],[999.36393612],[999.36393386],[999.3639316],[999.36392934],[999.36392708],[999.36392482],[999.36392256],[999.3639203],[999.36391805],[999.36391579],[999.36391353],[999.36391127],[999.36390901],[999.36390675],[999.36390449],[999.36390223],[999.36389997],[999.36389771],[999.36389545],[999.3638932],[999.36389094],[999.36388868],[999.36388642],[999.36388416],[999.3638819],[999.36387964],[999.36387738],[999.36387512],[999.36387286],[999.3638706],[999.36386835],[999.36386609],[999.36386383],[999.36386157],[999.36385931],[999.36385705],[999.36385479],[999.36385253],[999.36385027],[999.36384801],[999.36384575],[999.3638435],[999.36384124],[999.36383898],[999.36383672],[999.36383446],[999.3638322],[999.36382994],[999.36382768],[999.36382542],[999.36382316],[999.3638209],[999.36381865],[999.36381639],[999.36381413],[999.36381187],[999.36380961]
[999.48475842],[999.48475147],[999.48474625],[999.48474103],[999.48473581],[999.48473059],[999.48472537],[999.48472015],[999.48471493],[999.48470971],[999.48470449],[999.48469927],[999.48469405],[999.48468883],[999.48468361],[999.48467839],[999.48467317],[999.48466795],[999.48466273],[999.48465751],[999.48465229],[999.48464707],[999.48464185],[999.48463663],[999.48463141],[999.48462619],[999.48462097],[999.48461575],[999.48461053],[999.48460531],[999.48460009],[999.48459487],[999.48458965],[999.48458443],[999.48457921],[999.48457399],[999.48456877],[999.48456355],[999.48455833],[999.48455311],[999.48454789],[999.48454267],[999.48453745],[999.48453223],[999.48452701],[999.48452179],[999.48451657],[999.48451135],[999.48450614],[999.48450092],[999.4844957],[999.48449048],[999.48448526],[999.48448004],[999.48447482],[999.4844696],[999.48446438],[999.48445916],[999.48445394],[999.48444872]
[999.35158858],[999.35155876],[999.35154023],[999.35152169],[999.35150316],[999.35148463],[999.3514661],[999.35144757],[999.35142904],[999.3514105],[999.35139197],[999.35137344],[999.35135491],[999.35133638],[999.35131785],[999.35129932],[999.35128078],[999.35126225],[999.35124372],[999.35122519],[999.35120666],[999.35118813],[999.35116959],[999.35115106],[999.35113253],[999.351114],[999.35109547],[999.35107694],[999.35105841],[999.35103987],[999.35102134],[999.35100281],[999.35098428],[999.35096575],[999.35094722],[999.35092868],[999.35091015],[999.35089162],[999.35087309],[999.35085456],[999.35083603],[999.3508175],[999.35079896],[999.35078043],[999.3507619],[999.35074337],[999.35072484],[999.35070631],[999.35068777],[999.35066924],[999.35065071],[999.35063218],[999.35061365],[999.35059512],[999.35057659],[999.35055805],[999.35053952],[999.35052099],[999.35050246],[999.35048393]
[999.1781907],[999.17817917],[999.17816136],[999.17814355],[999.17812573],[999.17810792],[999.1780901],[999.17807229],[999.17805448],[999.17803666],[999.17801885],[999.17800103],[999.17798322],[999.1779654],[999.17794759],[999.17792978],[999.17791196],[999.17789415],[999.17787633],[999.17785852],[999.17784071],[999.17782289],[999.17780508],[999.17778726],[999.17776945],[999.17775164],[999.17773382],[999.17771601],[999.17769819],[999.17768038],[999.17766256],[999.17764475],[999.17762694],[999.17760912],[999.17759131],[999.17757349],[999.17755568],[999.17753787],[999.17752005],[999.17750224],[999.17748442],[999.17746661],[999.17744879],[999.17743098],[999.17741317],[999.17739535],[999.17737754],[999.17735972],[999.17734191],[999.1773241],[999.17730628],[999.17728847],[999.17727065],[999.17725284],[999.17723503],[999.17721721],[999.1771994],[999.17718158],[999.17716377],[999.17714596]
