Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60
[0.01104741],[0.01105827],[0.01106915],[0.01108004],[0.01109094],[0.01110184],[0.01111276],[0.01112369],[0.01113464],[0.01114559],[0.01115655],[0.01116752],[0.01117851],[0.0111895],[0.01120051],[0.01121152],[0.01122255],[0.01123359],[0.01124464],[0.0112557],[0.01126677],[0.01127785],[0.01128894],[0.01130005],[0.01131116],[0.01132229],[0.01133342],[0.01134457],[0.01135573],[0.0113669],[0.01137808],[0.01138927],[0.01140047],[0.01141169],[0.01142291],[0.01143415],[0.01144539],[0.01145665],[0.01146792],[0.0114792],[0.01149049],[0.01150179],[0.0115131],[0.01152443],[0.01153576],[0.01154711],[0.01155847],[0.01156983],[0.01158121],[0.0115926],[0.01160401],[0.01161542],[0.01162685],[0.01163828],[0.01164973],[0.01166119],[0.01167266],[0.01168414],[0.01169563],[0.01170713]
[0.0111584],[0.01116365],[0.0111689],[0.01117416],[0.01117942],[0.01118468],[0.01118994],[0.01119521],[0.01120048],[0.01120575],[0.01121102],[0.0112163],[0.01122158],[0.01122686],[0.01123214],[0.01123743],[0.01124272],[0.01124801],[0.0112533],[0.0112586],[0.0112639],[0.0112692],[0.0112745],[0.01127981],[0.01128512],[0.01129043],[0.01129574],[0.01130106],[0.01130638],[0.0113117],[0.01131702],[0.01132235],[0.01132768],[0.01133301],[0.01133834],[0.01134368],[0.01134901],[0.01135436],[0.0113597],[0.01136505],[0.01137039],[0.01137575],[0.0113811],[0.01138646],[0.01139181],[0.01139718],[0.01140254],[0.01140791],[0.01141327],[0.01141865],[0.01142402],[0.0114294],[0.01143478],[0.01144016],[0.01144554],[0.01145093],[0.01145632],[0.01146171],[0.0114671],[0.0114725]
[0.01120263],[0.0111969],[0.01119118],[0.01118545],[0.01117973],[0.01117401],[0.0111683],[0.01116259],[0.01115688],[0.01115117],[0.01114547],[0.01113977],[0.01113407],[0.01112837],[0.01112268],[0.01111699],[0.01111131],[0.01110562],[0.01109994],[0.01109427],[0.01108859],[0.01108292],[0.01107725],[0.01107159],[0.01106592],[0.01106026],[0.01105461],[0.01104895],[0.0110433],[0.01103765],[0.01103201],[0.01102636],[0.01102072],[0.01101509],[0.01100945],[0.01100382],[0.01099819],[0.01099257],[0.01098695],[0.01098133],[0.01097571],[0.0109701],[0.01096449],[0.01095888],[0.01095327],[0.01094767],[0.01094207],[0.01093647],[0.01093088],[0.01092529],[0.0109197],[0.01091412],[0.01090853],[0.01090295],[0.01089738],[0.0108918],[0.01088623],[0.01088066],[0.0108751],[0.01086954]
[0.01114223],[0.01113648],[0.01113073],[0.01112499],[0.01111925],[0.01111352],[0.01110779],[0.01110206],[0.01109633],[0.01109061],[0.01108488],[0.01107917],[0.01107345],[0.01106774],[0.01106203],[0.01105633],[0.01105062],[0.01104492],[0.01103923],[0.01103353],[0.01102784],[0.01102215],[0.01101647],[0.01101078],[0.0110051],[0.01099943],[0.01099375],[0.01098808],[0.01098241],[0.01097675],[0.01097109],[0.01096543],[0.01095977],[0.01095412],[0.01094847],[0.01094282],[0.01093718],[0.01093154],[0.0109259],[0.01092026],[0.01091463],[0.010909],[0.01090337],[0.01089775],[0.01089213],[0.01088651],[0.01088089],[0.01087528],[0.01086967],[0.01086406],[0.01085846],[0.01085286],[0.01084726],[0.01084166],[0.01083607],[0.01083048],[0.0108249],[0.01081931],[0.01081373],[0.01080815]
[0.01109643],[0.0111054],[0.01111437],[0.01112335],[0.01113233],[0.01114132],[0.01115032],[0.01115933],[0.01116835],[0.01117737],[0.0111864],[0.01119544],[0.01120448],[0.01121353],[0.01122259],[0.01123165],[0.01124073],[0.01124981],[0.0112589],[0.01126799],[0.01127709],[0.0112862],[0.01129532],[0.01130445],[0.01131358],[0.01132272],[0.01133186],[0.01134102],[0.01135018],[0.01135935],[0.01136852],[0.01137771],[0.0113869],[0.0113961],[0.0114053],[0.01141452],[0.01142374],[0.01143297],[0.0114422],[0.01145145],[0.0114607],[0.01146995],[0.01147922],[0.01148849],[0.01149777],[0.01150706],[0.01151636],[0.01152566],[0.01153497],[0.01154429],[0.01155362],[0.01156295],[0.01157229],[0.01158164],[0.01159099],[0.01160036],[0.01160973],[0.01161911],[0.01162849],[0.01163789]
[0.01117503],[0.01116745],[0.01115987],[0.0111523],[0.01114473],[0.01113717],[0.01112961],[0.01112206],[0.01111451],[0.01110697],[0.01109943],[0.0110919],[0.01108438],[0.01107685],[0.01106934],[0.01106183],[0.01105432],[0.01104682],[0.01103932],[0.01103183],[0.01102435],[0.01101686],[0.01100939],[0.01100192],[0.01099445],[0.01098699],[0.01097954],[0.01097209],[0.01096464],[0.0109572],[0.01094977],[0.01094234],[0.01093491],[0.01092749],[0.01092007],[0.01091266],[0.01090526],[0.01089786],[0.01089046],[0.01088307],[0.01087569],[0.01086831],[0.01086093],[0.01085356],[0.0108462],[0.01083884],[0.01083149],[0.01082414],[0.01081679],[0.01080945],[0.01080212],[0.01079479],[0.01078746],[0.01078014],[0.01077282],[0.01076551],[0.01075821],[0.01075091],[0.01074361],[0.01073632]
[0.01110092],[0.0110991],[0.01109729],[0.01109547],[0.01109365],[0.01109184],[0.01109002],[0.0110882],[0.01108639],[0.01108457],[0.01108276],[0.01108094],[0.01107913],[0.01107731],[0.0110755],[0.01107369],[0.01107187],[0.01107006],[0.01106825],[0.01106644],[0.01106462],[0.01106281],[0.011061],[0.01105919],[0.01105738],[0.01105557],[0.01105376],[0.01105195],[0.01105014],[0.01104833],[0.01104652],[0.01104471],[0.0110429],[0.01104109],[0.01103929],[0.01103748],[0.01103567],[0.01103386],[0.01103206],[0.01103025],[0.01102844],[0.01102664],[0.01102483],[0.01102303],[0.01102122],[0.01101942],[0.01101761],[0.01101581],[0.01101401],[0.0110122],[0.0110104],[0.0110086],[0.01100679],[0.01100499],[0.01100319],[0.01100139],[0.01099959],[0.01099778],[0.01099598],[0.01099418]
[0.01106763],[0.01105177],[0.01103593],[0.01102012],[0.01100433],[0.01098856],[0.01097281],[0.01095709],[0.01094138],[0.01092571],[0.01091005],[0.01089441],[0.0108788],[0.01086321],[0.01084765],[0.0108321],[0.01081658],[0.01080108],[0.0107856],[0.01077014],[0.01075471],[0.0107393],[0.01072391],[0.01070854],[0.01069319],[0.01067787],[0.01066257],[0.01064729],[0.01063203],[0.0106168],[0.01060158],[0.01058639],[0.01057122],[0.01055607],[0.01054094],[0.01052584],[0.01051075],[0.01049569],[0.01048065],[0.01046563],[0.01045064],[0.01043566],[0.0104207],[0.01040577],[0.01039086],[0.01037597],[0.0103611],[0.01034625],[0.01033143],[0.01031662],[0.01030184],[0.01028707],[0.01027233],[0.01025761],[0.01024291],[0.01022824],[0.01021358],[0.01019894],[0.01018433],[0.01016973]
[0.01091907],[0.01092114],[0.0109232],[0.01092526],[0.01092733],[0.01092939],[0.01093146],[0.01093352],[0.01093559],[0.01093765],[0.01093972],[0.01094179],[0.01094385],[0.01094592],[0.01094799],[0.01095006],[0.01095213],[0.0109542],[0.01095627],[0.01095834],[0.01096041],[0.01096248],[0.01096455],[0.01096662],[0.01096869],[0.01097076],[0.01097284],[0.01097491],[0.01097698],[0.01097906],[0.01098113],[0.01098321],[0.01098528],[0.01098736],[0.01098943],[0.01099151],[0.01099358],[0.01099566],[0.01099774],[0.01099982],[0.01100189],[0.01100397],[0.01100605],[0.01100813],[0.01101021],[0.01101229],[0.01101437],[0.01101645],[0.01101853],[0.01102062],[0.0110227],[0.01102478],[0.01102686],[0.01102895],[0.01103103],[0.01103311],[0.0110352],[0.01103728],[0.01103937],[0.01104145]
[0.01093526],[0.01093179],[0.01092832],[0.01092485],[0.01092138],[0.01091791],[0.01091445],[0.01091098],[0.01090751],[0.01090405],[0.01090059],[0.01089713],[0.01089367],[0.01089021],[0.01088675],[0.01088329],[0.01087984],[0.01087638],[0.01087293],[0.01086948],[0.01086602],[0.01086257],[0.01085912],[0.01085568],[0.01085223],[0.01084878],[0.01084534],[0.01084189],[0.01083845],[0.01083501],[0.01083157],[0.01082813],[0.01082469],[0.01082125],[0.01081782],[0.01081438],[0.01081095],[0.01080752],[0.01080408],[0.01080065],[0.01079722],[0.0107938],[0.01079037],[0.01078694],[0.01078352],[0.01078009],[0.01077667],[0.01077325],[0.01076983],[0.01076641],[0.01076299],[0.01075957],[0.01075615],[0.01075274],[0.01074932],[0.01074591],[0.0107425],[0.01073909],[0.01073568],[0.01073227]
[0.01090255],[0.01090318],[0.01090382],[0.01090445],[0.01090508],[0.01090571],[0.01090634],[0.01090698],[0.01090761],[0.01090824],[0.01090887],[0.0109095],[0.01091014],[0.01091077],[0.0109114],[0.01091203],[0.01091267],[0.0109133],[0.01091393],[0.01091456],[0.01091519],[0.01091583],[0.01091646],[0.01091709],[0.01091772],[0.01091836],[0.01091899],[0.01091962],[0.01092026],[0.01092089],[0.01092152],[0.01092215],[0.01092279],[0.01092342],[0.01092405],[0.01092469],[0.01092532],[0.01092595],[0.01092659],[0.01092722],[0.01092785],[0.01092848],[0.01092912],[0.01092975],[0.01093038],[0.01093102],[0.01093165],[0.01093229],[0.01093292],[0.01093355],[0.01093419],[0.01093482],[0.01093545],[0.01093609],[0.01093672],[0.01093735],[0.01093799],[0.01093862],[0.01093926],[0.01093989]
[0.01090779],[0.01090698],[0.01090617],[0.01090536],[0.01090455],[0.01090374],[0.01090293],[0.01090211],[0.0109013],[0.01090049],[0.01089968],[0.01089887],[0.01089806],[0.01089725],[0.01089644],[0.01089563],[0.01089482],[0.01089401],[0.0108932],[0.01089239],[0.01089158],[0.01089077],[0.01088996],[0.01088915],[0.01088834],[0.01088753],[0.01088672],[0.01088591],[0.01088511],[0.0108843],[0.01088349],[0.01088268],[0.01088187],[0.01088106],[0.01088025],[0.01087944],[0.01087863],[0.01087782],[0.01087701],[0.01087621],[0.0108754],[0.01087459],[0.01087378],[0.01087297],[0.01087216],[0.01087136],[0.01087055],[0.01086974],[0.01086893],[0.01086812],[0.01086731],[0.01086651],[0.0108657],[0.01086489],[0.01086408],[0.01086328],[0.01086247],[0.01086166],[0.01086085],[0.01086004]
[0.01090075],[0.01090154],[0.01090234],[0.01090313],[0.01090392],[0.01090471],[0.01090551],[0.0109063],[0.01090709],[0.01090788],[0.01090868],[0.01090947],[0.01091026],[0.01091105],[0.01091185],[0.01091264],[0.01091343],[0.01091423],[0.01091502],[0.01091581],[0.01091661],[0.0109174],[0.01091819],[0.01091899],[0.01091978],[0.01092057],[0.01092137],[0.01092216],[0.01092295],[0.01092375],[0.01092454],[0.01092534],[0.01092613],[0.01092692],[0.01092772],[0.01092851],[0.01092931],[0.0109301],[0.0109309],[0.01093169],[0.01093248],[0.01093328],[0.01093407],[0.01093487],[0.01093566],[0.01093646],[0.01093725],[0.01093805],[0.01093884],[0.01093964],[0.01094043],[0.01094123],[0.01094202],[0.01094282],[0.01094361],[0.01094441],[0.0109452],[0.010946],[0.0109468],[0.01094759]
[0.01092001],[0.01093166],[0.01094332],[0.010955],[0.01096669],[0.01097839],[0.0109901],[0.01100182],[0.01101356],[0.01102531],[0.01103707],[0.01104885],[0.01106064],[0.01107244],[0.01108425],[0.01109607],[0.01110791],[0.01111976],[0.01113163],[0.0111435],[0.01115539],[0.01116729],[0.01117921],[0.01119113],[0.01120307],[0.01121502],[0.01122699],[0.01123897],[0.01125096],[0.01126296],[0.01127498],[0.011287],[0.01129905],[0.0113111],[0.01132317],[0.01133525],[0.01134734],[0.01135945],[0.01137157],[0.0113837],[0.01139584],[0.011408],[0.01142017],[0.01143235],[0.01144455],[0.01145676],[0.01146898],[0.01148122],[0.01149347],[0.01150573],[0.01151801],[0.01153029],[0.01154259],[0.01155491],[0.01156724],[0.01157958],[0.01159193],[0.0116043],[0.01161668],[0.01162907]
[0.01103268],[0.0110328],[0.01103293],[0.01103306],[0.01103318],[0.01103331],[0.01103344],[0.01103357],[0.01103369],[0.01103382],[0.01103395],[0.01103407],[0.0110342],[0.01103433],[0.01103445],[0.01103458],[0.01103471],[0.01103484],[0.01103496],[0.01103509],[0.01103522],[0.01103534],[0.01103547],[0.0110356],[0.01103572],[0.01103585],[0.01103598],[0.01103611],[0.01103623],[0.01103636],[0.01103649],[0.01103661],[0.01103674],[0.01103687],[0.01103699],[0.01103712],[0.01103725],[0.01103738],[0.0110375],[0.01103763],[0.01103776],[0.01103788],[0.01103801],[0.01103814],[0.01103827],[0.01103839],[0.01103852],[0.01103865],[0.01103877],[0.0110389],[0.01103903],[0.01103915],[0.01103928],[0.01103941],[0.01103954],[0.01103966],[0.01103979],[0.01103992],[0.01104004],[0.01104017]
[0.01102537],[0.01101684],[0.01100832],[0.01099981],[0.0109913],[0.01098281],[0.01097431],[0.01096583],[0.01095735],[0.01094888],[0.01094041],[0.01093195],[0.0109235],[0.01091505],[0.01090661],[0.01089818],[0.01088975],[0.01088133],[0.01087292],[0.01086451],[0.01085611],[0.01084771],[0.01083932],[0.01083094],[0.01082257],[0.0108142],[0.01080584],[0.01079748],[0.01078913],[0.01078079],[0.01077245],[0.01076412],[0.0107558],[0.01074748],[0.01073917],[0.01073087],[0.01072257],[0.01071428],[0.010706],[0.01069772],[0.01068945],[0.01068118],[0.01067292],[0.01066467],[0.01065642],[0.01064818],[0.01063995],[0.01063172],[0.0106235],[0.01061529],[0.01060708],[0.01059888],[0.01059068],[0.01058249],[0.01057431],[0.01056613],[0.01055796],[0.0105498],[0.01054164],[0.01053349]
[0.01094577],[0.01094785],[0.01094993],[0.01095202],[0.0109541],[0.01095618],[0.01095826],[0.01096034],[0.01096243],[0.01096451],[0.01096659],[0.01096868],[0.01097076],[0.01097285],[0.01097493],[0.01097702],[0.0109791],[0.01098119],[0.01098328],[0.01098536],[0.01098745],[0.01098954],[0.01099163],[0.01099372],[0.01099581],[0.01099789],[0.01099998],[0.01100208],[0.01100417],[0.01100626],[0.01100835],[0.01101044],[0.01101253],[0.01101463],[0.01101672],[0.01101881],[0.01102091],[0.011023],[0.0110251],[0.01102719],[0.01102929],[0.01103138],[0.01103348],[0.01103558],[0.01103767],[0.01103977],[0.01104187],[0.01104397],[0.01104607],[0.01104816],[0.01105026],[0.01105236],[0.01105446],[0.01105656],[0.01105867],[0.01106077],[0.01106287],[0.01106497],[0.01106707],[0.01106918]
[0.01096281],[0.01095979],[0.01095676],[0.01095374],[0.01095072],[0.01094769],[0.01094467],[0.01094165],[0.01093863],[0.01093561],[0.0109326],[0.01092958],[0.01092656],[0.01092355],[0.01092053],[0.01091752],[0.0109145],[0.01091149],[0.01090848],[0.01090547],[0.01090246],[0.01089945],[0.01089644],[0.01089344],[0.01089043],[0.01088742],[0.01088442],[0.01088141],[0.01087841],[0.01087541],[0.01087241],[0.01086941],[0.01086641],[0.01086341],[0.01086041],[0.01085741],[0.01085442],[0.01085142],[0.01084842],[0.01084543],[0.01084244],[0.01083944],[0.01083645],[0.01083346],[0.01083047],[0.01082748],[0.0108245],[0.01082151],[0.01081852],[0.01081554],[0.01081255],[0.01080957],[0.01080658],[0.0108036],[0.01080062],[0.01079764],[0.01079466],[0.01079168],[0.0107887],[0.01078572]
[0.01107785],[0.01122397],[0.01137201],[0.01152201],[0.01167399],[0.01182797],[0.01198398],[0.01214205],[0.01230221],[0.01246448],[0.01262889],[0.01279546],[0.01296424],[0.01313524],[0.01330849],[0.01348403],[0.01366189],[0.01384209],[0.01402467],[0.01420966],[0.01439708],[0.01458698],[0.01477939],[0.01497433],[0.01517184],[0.01537196],[0.01557472],[0.01578015],[0.01598829],[0.01619918],[0.01641285],[0.01662934],[0.01684868],[0.01707092],[0.01729608],[0.01752422],[0.01775537],[0.01798956],[0.01822685],[0.01846726],[0.01871085],[0.01895765],[0.0192077],[0.01946105],[0.01971775],[0.01997783],[0.02024134],[0.02050832],[0.02077883],[0.0210529],[0.0213306],[0.02161195],[0.02189701],[0.02218584],[0.02247847],[0.02277497],[0.02307537],[0.02337974],[0.02368812],[0.02400057]
[0.01098728],[0.01098608],[0.01098488],[0.01098369],[0.01098249],[0.01098129],[0.0109801],[0.0109789],[0.01097771],[0.01097651],[0.01097532],[0.01097412],[0.01097293],[0.01097173],[0.01097054],[0.01096934],[0.01096815],[0.01096695],[0.01096576],[0.01096456],[0.01096337],[0.01096218],[0.01096098],[0.01095979],[0.01095859],[0.0109574],[0.01095621],[0.01095501],[0.01095382],[0.01095263],[0.01095144],[0.01095024],[0.01094905],[0.01094786],[0.01094667],[0.01094547],[0.01094428],[0.01094309],[0.0109419],[0.01094071],[0.01093952],[0.01093832],[0.01093713],[0.01093594],[0.01093475],[0.01093356],[0.01093237],[0.01093118],[0.01092999],[0.0109288],[0.01092761],[0.01092642],[0.01092523],[0.01092404],[0.01092285],[0.01092166],[0.01092047],[0.01091928],[0.01091809],[0.0109169]
[0.01098269],[0.01098966],[0.01099664],[0.01100362],[0.01101061],[0.01101761],[0.0110246],[0.0110316],[0.01103861],[0.01104562],[0.01105264],[0.01105966],[0.01106668],[0.01107371],[0.01108074],[0.01108778],[0.01109482],[0.01110187],[0.01110892],[0.01111597],[0.01112303],[0.0111301],[0.01113716],[0.01114424],[0.01115131],[0.0111584],[0.01116548],[0.01117257],[0.01117967],[0.01118677],[0.01119387],[0.01120098],[0.0112081],[0.01121522],[0.01122234],[0.01122947],[0.0112366],[0.01124373],[0.01125087],[0.01125802],[0.01126517],[0.01127232],[0.01127948],[0.01128665],[0.01129381],[0.01130099],[0.01130816],[0.01131535],[0.01132253],[0.01132972],[0.01133692],[0.01134412],[0.01135132],[0.01135853],[0.01136575],[0.01137296],[0.01138019],[0.01138741],[0.01139465],[0.01140188]
[0.01105864],[0.01106738],[0.01107612],[0.01108487],[0.01109363],[0.01110239],[0.01111116],[0.01111993],[0.01112872],[0.01113751],[0.01114631],[0.01115511],[0.01116392],[0.01117274],[0.01118157],[0.0111904],[0.01119924],[0.01120809],[0.01121694],[0.0112258],[0.01123467],[0.01124354],[0.01125242],[0.01126131],[0.01127021],[0.01127911],[0.01128802],[0.01129693],[0.01130586],[0.01131479],[0.01132373],[0.01133267],[0.01134162],[0.01135058],[0.01135955],[0.01136852],[0.0113775],[0.01138649],[0.01139548],[0.01140448],[0.01141349],[0.01142251],[0.01143153],[0.01144056],[0.0114496],[0.01145864],[0.01146769],[0.01147675],[0.01148582],[0.01149489],[0.01150397],[0.01151306],[0.01152215],[0.01153125],[0.01154036],[0.01154948],[0.0115586],[0.01156773],[0.01157687],[0.01158601]
[0.01115445],[0.01116551],[0.01117659],[0.01118768],[0.01119878],[0.01120989],[0.01122101],[0.01123214],[0.01124328],[0.01125444],[0.0112656],[0.01127678],[0.01128796],[0.01129916],[0.01131037],[0.01132159],[0.01133283],[0.01134407],[0.01135532],[0.01136659],[0.01137786],[0.01138915],[0.01140045],[0.01141176],[0.01142308],[0.01143441],[0.01144576],[0.01145711],[0.01146848],[0.01147986],[0.01149124],[0.01150264],[0.01151406],[0.01152548],[0.01153691],[0.01154836],[0.01155982],[0.01157128],[0.01158276],[0.01159425],[0.01160576],[0.01161727],[0.01162879],[0.01164033],[0.01165188],[0.01166344],[0.01167501],[0.01168659],[0.01169819],[0.01170979],[0.01172141],[0.01173304],[0.01174468],[0.01175633],[0.01176799],[0.01177967],[0.01179135],[0.01180305],[0.01181476],[0.01182648]
[0.01125437],[0.01124693],[0.0112395],[0.01123206],[0.01122464],[0.01121722],[0.0112098],[0.01120239],[0.01119498],[0.01118758],[0.01118018],[0.01117279],[0.0111654],[0.01115802],[0.01115064],[0.01114327],[0.0111359],[0.01112854],[0.01112118],[0.01111383],[0.01110648],[0.01109914],[0.0110918],[0.01108447],[0.01107714],[0.01106981],[0.01106249],[0.01105518],[0.01104787],[0.01104057],[0.01103327],[0.01102597],[0.01101868],[0.0110114],[0.01100411],[0.01099684],[0.01098957],[0.0109823],[0.01097504],[0.01096778],[0.01096053],[0.01095329],[0.01094604],[0.01093881],[0.01093157],[0.01092435],[0.01091712],[0.01090991],[0.01090269],[0.01089548],[0.01088828],[0.01088108],[0.01087389],[0.0108667],[0.01085951],[0.01085233],[0.01084516],[0.01083799],[0.01083082],[0.01082366]
[0.01117534],[0.01116783],[0.01116033],[0.01115283],[0.01114533],[0.01113784],[0.01113035],[0.01112287],[0.0111154],[0.01110793],[0.01110046],[0.011093],[0.01108555],[0.0110781],[0.01107065],[0.01106321],[0.01105577],[0.01104834],[0.01104092],[0.0110335],[0.01102608],[0.01101867],[0.01101127],[0.01100387],[0.01099647],[0.01098908],[0.01098169],[0.01097431],[0.01096694],[0.01095957],[0.0109522],[0.01094484],[0.01093748],[0.01093013],[0.01092279],[0.01091544],[0.01090811],[0.01090078],[0.01089345],[0.01088613],[0.01087881],[0.0108715],[0.01086419],[0.01085689],[0.0108496],[0.0108423],[0.01083502],[0.01082774],[0.01082046],[0.01081319],[0.01080592],[0.01079866],[0.0107914],[0.01078414],[0.0107769],[0.01076965],[0.01076242],[0.01075518],[0.01074795],[0.01074073]
[0.01110679],[0.01111078],[0.01111477],[0.01111877],[0.01112277],[0.01112677],[0.01113077],[0.01113477],[0.01113877],[0.01114278],[0.01114678],[0.01115079],[0.0111548],[0.01115881],[0.01116282],[0.01116683],[0.01117085],[0.01117486],[0.01117888],[0.0111829],[0.01118692],[0.01119094],[0.01119497],[0.01119899],[0.01120302],[0.01120705],[0.01121107],[0.01121511],[0.01121914],[0.01122317],[0.01122721],[0.01123124],[0.01123528],[0.01123932],[0.01124336],[0.0112474],[0.01125145],[0.01125549],[0.01125954],[0.01126359],[0.01126763],[0.01127169],[0.01127574],[0.01127979],[0.01128385],[0.0112879],[0.01129196],[0.01129602],[0.01130008],[0.01130415],[0.01130821],[0.01131227],[0.01131634],[0.01132041],[0.01132448],[0.01132855],[0.01133262],[0.0113367],[0.01134077],[0.01134485]
[0.01114791],[0.01115029],[0.01115267],[0.01115505],[0.01115743],[0.01115982],[0.0111622],[0.01116458],[0.01116697],[0.01116935],[0.01117174],[0.01117412],[0.01117651],[0.01117889],[0.01118128],[0.01118367],[0.01118606],[0.01118844],[0.01119083],[0.01119322],[0.01119561],[0.011198],[0.01120039],[0.01120279],[0.01120518],[0.01120757],[0.01120996],[0.01121236],[0.01121475],[0.01121715],[0.01121954],[0.01122194],[0.01122433],[0.01122673],[0.01122913],[0.01123152],[0.01123392],[0.01123632],[0.01123872],[0.01124112],[0.01124352],[0.01124592],[0.01124832],[0.01125072],[0.01125313],[0.01125553],[0.01125793],[0.01126034],[0.01126274],[0.01126514],[0.01126755],[0.01126996],[0.01127236],[0.01127477],[0.01127718],[0.01127958],[0.01128199],[0.0112844],[0.01128681],[0.01128922]
[0.01118647],[0.01120086],[0.01121526],[0.01122968],[0.01124412],[0.01125858],[0.01127306],[0.01128755],[0.01130207],[0.0113166],[0.01133116],[0.01134573],[0.01136032],[0.01137492],[0.01138955],[0.0114042],[0.01141886],[0.01143355],[0.01144825],[0.01146297],[0.01147771],[0.01149247],[0.01150725],[0.01152205],[0.01153686],[0.0115517],[0.01156655],[0.01158143],[0.01159632],[0.01161123],[0.01162616],[0.01164111],[0.01165608],[0.01167107],[0.01168608],[0.01170111],[0.01171615],[0.01173122],[0.01174631],[0.01176141],[0.01177654],[0.01179168],[0.01180684],[0.01182203],[0.01183723],[0.01185245],[0.01186769],[0.01188295],[0.01189823],[0.01191353],[0.01192885],[0.01194419],[0.01195955],[0.01197493],[0.01199033],[0.01200575],[0.01202119],[0.01203664],[0.01205212],[0.01206762]
[0.01133397],[0.01134014],[0.01134632],[0.01135251],[0.01135869],[0.01136488],[0.01137108],[0.01137727],[0.01138347],[0.01138968],[0.01139588],[0.01140209],[0.01140831],[0.01141452],[0.01142075],[0.01142697],[0.0114332],[0.01143943],[0.01144566],[0.0114519],[0.01145814],[0.01146438],[0.01147063],[0.01147688],[0.01148314],[0.01148939],[0.01149565],[0.01150192],[0.01150819],[0.01151446],[0.01152073],[0.01152701],[0.01153329],[0.01153958],[0.01154587],[0.01155216],[0.01155845],[0.01156475],[0.01157105],[0.01157736],[0.01158367],[0.01158998],[0.0115963],[0.01160262],[0.01160894],[0.01161527],[0.0116216],[0.01162793],[0.01163427],[0.01164061],[0.01164695],[0.0116533],[0.01165965],[0.011666],[0.01167236],[0.01167872],[0.01168508],[0.01169145],[0.01169782],[0.0117042]
[0.01138301],[0.01137185],[0.01136069],[0.01134955],[0.01133842],[0.0113273],[0.01131619],[0.0113051],[0.01129401],[0.01128293],[0.01127187],[0.01126082],[0.01124977],[0.01123874],[0.01122772],[0.01121671],[0.01120571],[0.01119472],[0.01118374],[0.01117277],[0.01116182],[0.01115087],[0.01113993],[0.01112901],[0.01111809],[0.01110719],[0.0110963],[0.01108542],[0.01107455],[0.01106369],[0.01105284],[0.011042],[0.01103117],[0.01102035],[0.01100954],[0.01099875],[0.01098796],[0.01097718],[0.01096642],[0.01095566],[0.01094492],[0.01093419],[0.01092346],[0.01091275],[0.01090205],[0.01089136],[0.01088068],[0.01087001],[0.01085935],[0.0108487],[0.01083806],[0.01082743],[0.01081681],[0.0108062],[0.01079561],[0.01078502],[0.01077444],[0.01076388],[0.01075332],[0.01074277]
[0.01128098],[0.01128683],[0.01129267],[0.01129853],[0.01130438],[0.01131024],[0.0113161],[0.01132196],[0.01132783],[0.0113337],[0.01133957],[0.01134544],[0.01135132],[0.0113572],[0.01136309],[0.01136898],[0.01137487],[0.01138076],[0.01138666],[0.01139256],[0.01139846],[0.01140437],[0.01141028],[0.01141619],[0.0114221],[0.01142802],[0.01143394],[0.01143987],[0.0114458],[0.01145173],[0.01145766],[0.0114636],[0.01146954],[0.01147548],[0.01148142],[0.01148737],[0.01149333],[0.01149928],[0.01150524],[0.0115112],[0.01151716],[0.01152313],[0.0115291],[0.01153508],[0.01154105],[0.01154703],[0.01155302],[0.011559],[0.01156499],[0.01157098],[0.01157698],[0.01158298],[0.01158898],[0.01159498],[0.01160099],[0.011607],[0.01161302],[0.01161903],[0.01162505],[0.01163108]
[0.01132487],[0.01131189],[0.01129893],[0.01128598],[0.01127305],[0.01126013],[0.01124723],[0.01123434],[0.01122146],[0.0112086],[0.01119576],[0.01118293],[0.01117011],[0.01115731],[0.01114453],[0.01113176],[0.011119],[0.01110626],[0.01109353],[0.01108082],[0.01106812],[0.01105544],[0.01104277],[0.01103012],[0.01101748],[0.01100485],[0.01099224],[0.01097964],[0.01096706],[0.01095449],[0.01094194],[0.0109294],[0.01091688],[0.01090437],[0.01089187],[0.01087939],[0.01086692],[0.01085447],[0.01084203],[0.01082961],[0.0108172],[0.0108048],[0.01079242],[0.01078005],[0.0107677],[0.01075536],[0.01074304],[0.01073072],[0.01071843],[0.01070615],[0.01069388],[0.01068162],[0.01066938],[0.01065716],[0.01064494],[0.01063274],[0.01062056],[0.01060839],[0.01059623],[0.01058409]
