Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60
[0.01139413],[0.01138962],[0.01138511],[0.01138061],[0.01137611],[0.01137161],[0.01136711],[0.01136262],[0.01135812],[0.01135363],[0.01134914],[0.01134465],[0.01134016],[0.01133568],[0.0113312],[0.01132671],[0.01132223],[0.01131776],[0.01131328],[0.0113088],[0.01130433],[0.01129986],[0.01129539],[0.01129092],[0.01128646],[0.01128199],[0.01127753],[0.01127307],[0.01126861],[0.01126416],[0.0112597],[0.01125525],[0.01125079],[0.01124634],[0.0112419],[0.01123745],[0.01123301],[0.01122856],[0.01122412],[0.01121968],[0.01121524],[0.01121081],[0.01120637],[0.01120194],[0.01119751],[0.01119308],[0.01118866],[0.01118423],[0.01117981],[0.01117538],[0.01117096],[0.01116655],[0.01116213],[0.01115772],[0.0111533],[0.01114889],[0.01114448],[0.01114007],[0.01113567],[0.01113126]
[0.011339],[0.01133209],[0.01132519],[0.01131829],[0.0113114],[0.01130451],[0.01129763],[0.01129075],[0.01128388],[0.011277],[0.01127014],[0.01126327],[0.01125642],[0.01124956],[0.01124271],[0.01123587],[0.01122902],[0.01122219],[0.01121535],[0.01120852],[0.0112017],[0.01119488],[0.01118806],[0.01118125],[0.01117444],[0.01116763],[0.01116083],[0.01115404],[0.01114725],[0.01114046],[0.01113367],[0.01112689],[0.01112012],[0.01111335],[0.01110658],[0.01109982],[0.01109306],[0.0110863],[0.01107955],[0.01107281],[0.01106606],[0.01105933],[0.01105259],[0.01104586],[0.01103913],[0.01103241],[0.01102569],[0.01101898],[0.01101227],[0.01100557],[0.01099886],[0.01099217],[0.01098547],[0.01097878],[0.0109721],[0.01096542],[0.01095874],[0.01095207],[0.0109454],[0.01093873]
[0.01126457],[0.01126305],[0.01126153],[0.01126001],[0.01125849],[0.01125697],[0.01125545],[0.01125393],[0.01125241],[0.01125089],[0.01124937],[0.01124785],[0.01124633],[0.01124481],[0.0112433],[0.01124178],[0.01124026],[0.01123874],[0.01123723],[0.01123571],[0.01123419],[0.01123267],[0.01123116],[0.01122964],[0.01122813],[0.01122661],[0.01122509],[0.01122358],[0.01122206],[0.01122055],[0.01121903],[0.01121752],[0.011216],[0.01121449],[0.01121298],[0.01121146],[0.01120995],[0.01120844],[0.01120692],[0.01120541],[0.0112039],[0.01120238],[0.01120087],[0.01119936],[0.01119785],[0.01119634],[0.01119482],[0.01119331],[0.0111918],[0.01119029],[0.01118878],[0.01118727],[0.01118576],[0.01118425],[0.01118274],[0.01118123],[0.01117972],[0.01117821],[0.0111767],[0.01117519]
[0.01125436],[0.01126012],[0.01126589],[0.01127167],[0.01127745],[0.01128322],[0.01128901],[0.01129479],[0.01130058],[0.01130637],[0.01131217],[0.01131797],[0.01132377],[0.01132957],[0.01133538],[0.01134118],[0.011347],[0.01135281],[0.01135863],[0.01136445],[0.01137028],[0.0113761],[0.01138193],[0.01138777],[0.0113936],[0.01139944],[0.01140528],[0.01141113],[0.01141698],[0.01142283],[0.01142868],[0.01143454],[0.0114404],[0.01144626],[0.01145213],[0.011458],[0.01146387],[0.01146975],[0.01147562],[0.01148151],[0.01148739],[0.01149328],[0.01149917],[0.01150506],[0.01151096],[0.01151686],[0.01152276],[0.01152866],[0.01153457],[0.01154048],[0.0115464],[0.01155232],[0.01155824],[0.01156416],[0.01157009],[0.01157602],[0.01158195],[0.01158788],[0.01159382],[0.01159976]
[0.01133322],[0.01135013],[0.01136706],[0.01138402],[0.01140101],[0.01141802],[0.01143505],[0.01145211],[0.0114692],[0.01148631],[0.01150345],[0.01152061],[0.0115378],[0.01155502],[0.01157226],[0.01158952],[0.01160681],[0.01162413],[0.01164147],[0.01165884],[0.01167624],[0.01169366],[0.01171111],[0.01172858],[0.01174608],[0.0117636],[0.01178115],[0.01179873],[0.01181633],[0.01183396],[0.01185162],[0.0118693],[0.01188701],[0.01190475],[0.01192251],[0.0119403],[0.01195811],[0.01197595],[0.01199382],[0.01201172],[0.01202964],[0.01204759],[0.01206556],[0.01208356],[0.01210159],[0.01211965],[0.01213773],[0.01215584],[0.01217398],[0.01219214],[0.01221033],[0.01222855],[0.01224679],[0.01226506],[0.01228336],[0.01230169],[0.01232005],[0.01233843],[0.01235684],[0.01237527]
[0.01150992],[0.01150666],[0.0115034],[0.01150014],[0.01149688],[0.01149362],[0.01149036],[0.0114871],[0.01148385],[0.01148059],[0.01147734],[0.01147408],[0.01147083],[0.01146758],[0.01146433],[0.01146108],[0.01145783],[0.01145458],[0.01145133],[0.01144809],[0.01144484],[0.0114416],[0.01143836],[0.01143511],[0.01143187],[0.01142863],[0.01142539],[0.01142215],[0.01141891],[0.01141568],[0.01141244],[0.01140921],[0.01140597],[0.01140274],[0.01139951],[0.01139627],[0.01139304],[0.01138981],[0.01138659],[0.01138336],[0.01138013],[0.0113769],[0.01137368],[0.01137046],[0.01136723],[0.01136401],[0.01136079],[0.01135757],[0.01135435],[0.01135113],[0.01134791],[0.01134469],[0.01134148],[0.01133826],[0.01133505],[0.01133184],[0.01132862],[0.01132541],[0.0113222],[0.01131899]
[0.01149723],[0.01151487],[0.01153253],[0.01155022],[0.01156794],[0.01158569],[0.01160347],[0.01162127],[0.0116391],[0.01165696],[0.01167484],[0.01169275],[0.01171069],[0.01172866],[0.01174665],[0.01176467],[0.01178272],[0.0118008],[0.0118189],[0.01183704],[0.0118552],[0.01187339],[0.0118916],[0.01190985],[0.01192812],[0.01194642],[0.01196475],[0.0119831],[0.01200149],[0.0120199],[0.01203834],[0.01205681],[0.01207531],[0.01209383],[0.01211239],[0.01213097],[0.01214958],[0.01216822],[0.01218689],[0.01220559],[0.01222431],[0.01224307],[0.01226185],[0.01228066],[0.01229951],[0.01231838],[0.01233727],[0.0123562],[0.01237516],[0.01239415],[0.01241316],[0.0124322],[0.01245128],[0.01247038],[0.01248951],[0.01250867],[0.01252787],[0.01254709],[0.01256634],[0.01258561]
[0.01166701],[0.01164926],[0.01163155],[0.01161386],[0.0115962],[0.01157856],[0.01156096],[0.01154338],[0.01152582],[0.01150829],[0.01149079],[0.01147332],[0.01145587],[0.01143845],[0.01142106],[0.01140369],[0.01138635],[0.01136903],[0.01135174],[0.01133448],[0.01131724],[0.01130003],[0.01128285],[0.01126569],[0.01124856],[0.01123145],[0.01121437],[0.01119732],[0.01118029],[0.01116329],[0.01114631],[0.01112936],[0.01111244],[0.01109554],[0.01107867],[0.01106182],[0.011045],[0.0110282],[0.01101143],[0.01099469],[0.01097797],[0.01096127],[0.0109446],[0.01092796],[0.01091134],[0.01089475],[0.01087818],[0.01086164],[0.01084512],[0.01082863],[0.01081216],[0.01079572],[0.0107793],[0.01076291],[0.01074654],[0.0107302],[0.01071388],[0.01069759],[0.01068132],[0.01066508]
[0.01149881],[0.01149451],[0.0114902],[0.01148589],[0.01148159],[0.01147729],[0.01147299],[0.01146869],[0.01146439],[0.01146009],[0.0114558],[0.01145151],[0.01144722],[0.01144293],[0.01143864],[0.01143435],[0.01143007],[0.01142578],[0.0114215],[0.01141722],[0.01141295],[0.01140867],[0.01140439],[0.01140012],[0.01139585],[0.01139158],[0.01138731],[0.01138304],[0.01137878],[0.01137451],[0.01137025],[0.01136599],[0.01136173],[0.01135747],[0.01135322],[0.01134896],[0.01134471],[0.01134046],[0.01133621],[0.01133196],[0.01132772],[0.01132347],[0.01131923],[0.01131499],[0.01131075],[0.01130651],[0.01130227],[0.01129804],[0.0112938],[0.01128957],[0.01128534],[0.01128111],[0.01127689],[0.01127266],[0.01126844],[0.01126421],[0.01125999],[0.01125577],[0.01125156],[0.01124734]
[0.01146673],[0.01147434],[0.01148194],[0.01148955],[0.01149717],[0.01150479],[0.01151242],[0.01152005],[0.01152769],[0.01153533],[0.01154297],[0.01155063],[0.01155828],[0.01156594],[0.01157361],[0.01158128],[0.01158896],[0.01159664],[0.01160433],[0.01161202],[0.01161972],[0.01162742],[0.01163513],[0.01164284],[0.01165056],[0.01165829],[0.01166601],[0.01167375],[0.01168149],[0.01168923],[0.01169698],[0.01170473],[0.01171249],[0.01172026],[0.01172802],[0.0117358],[0.01174358],[0.01175136],[0.01175915],[0.01176695],[0.01177475],[0.01178255],[0.01179036],[0.01179818],[0.011806],[0.01181383],[0.01182166],[0.0118295],[0.01183734],[0.01184518],[0.01185304],[0.01186089],[0.01186876],[0.01187662],[0.0118845],[0.01189238],[0.01190026],[0.01190815],[0.01191604],[0.01192394]
[0.01153234],[0.01152212],[0.01151191],[0.01150171],[0.01149152],[0.01148133],[0.01147116],[0.01146099],[0.01145084],[0.01144069],[0.01143055],[0.01142042],[0.0114103],[0.01140019],[0.01139008],[0.01137999],[0.0113699],[0.01135983],[0.01134976],[0.0113397],[0.01132965],[0.01131961],[0.01130958],[0.01129956],[0.01128954],[0.01127954],[0.01126954],[0.01125956],[0.01124958],[0.01123961],[0.01122965],[0.01121969],[0.01120975],[0.01119982],[0.01118989],[0.01117998],[0.01117007],[0.01116017],[0.01115028],[0.0111404],[0.01113052],[0.01112066],[0.0111108],[0.01110096],[0.01109112],[0.01108129],[0.01107147],[0.01106166],[0.01105186],[0.01104206],[0.01103228],[0.0110225],[0.01101273],[0.01100297],[0.01099322],[0.01098348],[0.01097374],[0.01096402],[0.0109543],[0.01094459]
[0.01142537],[0.01142163],[0.0114179],[0.01141416],[0.01141042],[0.01140669],[0.01140296],[0.01139923],[0.0113955],[0.01139177],[0.01138804],[0.01138431],[0.01138059],[0.01137686],[0.01137314],[0.01136942],[0.0113657],[0.01136198],[0.01135826],[0.01135455],[0.01135083],[0.01134712],[0.0113434],[0.01133969],[0.01133598],[0.01133227],[0.01132856],[0.01132486],[0.01132115],[0.01131745],[0.01131374],[0.01131004],[0.01130634],[0.01130264],[0.01129894],[0.01129525],[0.01129155],[0.01128785],[0.01128416],[0.01128047],[0.01127678],[0.01127309],[0.0112694],[0.01126571],[0.01126202],[0.01125834],[0.01125465],[0.01125097],[0.01124729],[0.01124361],[0.01123993],[0.01123625],[0.01123258],[0.0112289],[0.01122523],[0.01122155],[0.01121788],[0.01121421],[0.01121054],[0.01120687]
[0.01137366],[0.01135946],[0.01134528],[0.01133112],[0.01131698],[0.01130285],[0.01128875],[0.01127466],[0.01126058],[0.01124653],[0.01123249],[0.01121847],[0.01120447],[0.01119048],[0.01117652],[0.01116257],[0.01114863],[0.01113472],[0.01112082],[0.01110694],[0.01109308],[0.01107923],[0.0110654],[0.01105159],[0.0110378],[0.01102402],[0.01101026],[0.01099652],[0.01098279],[0.01096909],[0.0109554],[0.01094172],[0.01092807],[0.01091443],[0.0109008],[0.0108872],[0.01087361],[0.01086004],[0.01084648],[0.01083294],[0.01081942],[0.01080592],[0.01079243],[0.01077896],[0.01076551],[0.01075207],[0.01073865],[0.01072525],[0.01071186],[0.01069849],[0.01068514],[0.0106718],[0.01065848],[0.01064518],[0.01063189],[0.01061862],[0.01060537],[0.01059213],[0.01057891],[0.0105657]
[0.01121418],[0.01120066],[0.01118716],[0.01117368],[0.01116022],[0.01114677],[0.01113333],[0.01111992],[0.01110651],[0.01109313],[0.01107976],[0.01106641],[0.01105307],[0.01103975],[0.01102645],[0.01101316],[0.01099989],[0.01098663],[0.01097339],[0.01096017],[0.01094696],[0.01093376],[0.01092059],[0.01090743],[0.01089428],[0.01088115],[0.01086804],[0.01085494],[0.01084186],[0.0108288],[0.01081575],[0.01080271],[0.01078969],[0.01077669],[0.0107637],[0.01075073],[0.01073777],[0.01072483],[0.01071191],[0.010699],[0.01068611],[0.01067323],[0.01066037],[0.01064752],[0.01063469],[0.01062187],[0.01060907],[0.01059628],[0.01058351],[0.01057076],[0.01055802],[0.0105453],[0.01053259],[0.0105199],[0.01050722],[0.01049455],[0.01048191],[0.01046928],[0.01045666],[0.01044406]
[0.01109063],[0.01109746],[0.0111043],[0.01111115],[0.011118],[0.01112485],[0.0111317],[0.01113856],[0.01114543],[0.0111523],[0.01115917],[0.01116605],[0.01117293],[0.01117982],[0.01118671],[0.0111936],[0.0112005],[0.0112074],[0.01121431],[0.01122122],[0.01122814],[0.01123506],[0.01124198],[0.01124891],[0.01125584],[0.01126278],[0.01126972],[0.01127667],[0.01128362],[0.01129057],[0.01129753],[0.01130449],[0.01131146],[0.01131843],[0.0113254],[0.01133238],[0.01133937],[0.01134636],[0.01135335],[0.01136035],[0.01136735],[0.01137435],[0.01138136],[0.01138838],[0.0113954],[0.01140242],[0.01140945],[0.01141648],[0.01142351],[0.01143055],[0.0114376],[0.01144465],[0.0114517],[0.01145876],[0.01146582],[0.01147289],[0.01147996],[0.01148703],[0.01149411],[0.0115012]
[0.01115354],[0.01115014],[0.01114675],[0.01114335],[0.01113996],[0.01113656],[0.01113317],[0.01112978],[0.01112639],[0.011123],[0.01111961],[0.01111622],[0.01111283],[0.01110945],[0.01110606],[0.01110268],[0.0110993],[0.01109592],[0.01109253],[0.01108916],[0.01108578],[0.0110824],[0.01107902],[0.01107565],[0.01107227],[0.0110689],[0.01106553],[0.01106216],[0.01105879],[0.01105542],[0.01105205],[0.01104868],[0.01104532],[0.01104195],[0.01103859],[0.01103522],[0.01103186],[0.0110285],[0.01102514],[0.01102178],[0.01101842],[0.01101507],[0.01101171],[0.01100836],[0.011005],[0.01100165],[0.0109983],[0.01099495],[0.0109916],[0.01098825],[0.0109849],[0.01098156],[0.01097821],[0.01097486],[0.01097152],[0.01096818],[0.01096484],[0.0109615],[0.01095816],[0.01095482]
[0.01112862],[0.01113765],[0.01114668],[0.01115571],[0.01116476],[0.01117381],[0.01118287],[0.01119194],[0.01120101],[0.0112101],[0.01121919],[0.01122828],[0.01123739],[0.0112465],[0.01125562],[0.01126474],[0.01127388],[0.01128302],[0.01129217],[0.01130132],[0.01131049],[0.01131966],[0.01132884],[0.01133802],[0.01134721],[0.01135642],[0.01136562],[0.01137484],[0.01138406],[0.01139329],[0.01140253],[0.01141178],[0.01142103],[0.01143029],[0.01143956],[0.01144883],[0.01145812],[0.01146741],[0.0114767],[0.01148601],[0.01149532],[0.01150464],[0.01151397],[0.01152331],[0.01153265],[0.011542],[0.01155136],[0.01156073],[0.0115701],[0.01157948],[0.01158887],[0.01159827],[0.01160767],[0.01161708],[0.0116265],[0.01163593],[0.01164537],[0.01165481],[0.01166426],[0.01167372]
[0.01122585],[0.01122837],[0.0112309],[0.01123343],[0.01123595],[0.01123848],[0.01124101],[0.01124354],[0.01124607],[0.0112486],[0.01125113],[0.01125366],[0.01125619],[0.01125872],[0.01126125],[0.01126379],[0.01126632],[0.01126885],[0.01127139],[0.01127392],[0.01127646],[0.011279],[0.01128153],[0.01128407],[0.01128661],[0.01128915],[0.01129169],[0.01129423],[0.01129677],[0.01129931],[0.01130185],[0.01130439],[0.01130694],[0.01130948],[0.01131202],[0.01131457],[0.01131711],[0.01131966],[0.0113222],[0.01132475],[0.0113273],[0.01132985],[0.0113324],[0.01133494],[0.01133749],[0.01134004],[0.0113426],[0.01134515],[0.0113477],[0.01135025],[0.0113528],[0.01135536],[0.01135791],[0.01136047],[0.01136302],[0.01136558],[0.01136813],[0.01137069],[0.01137325],[0.01137581]
[0.01125372],[0.01125621],[0.01125871],[0.0112612],[0.0112637],[0.01126619],[0.01126869],[0.01127119],[0.01127369],[0.01127619],[0.01127869],[0.01128119],[0.01128369],[0.01128619],[0.01128869],[0.01129119],[0.01129369],[0.0112962],[0.0112987],[0.01130121],[0.01130371],[0.01130622],[0.01130872],[0.01131123],[0.01131374],[0.01131625],[0.01131875],[0.01132126],[0.01132377],[0.01132628],[0.01132879],[0.0113313],[0.01133382],[0.01133633],[0.01133884],[0.01134136],[0.01134387],[0.01134638],[0.0113489],[0.01135141],[0.01135393],[0.01135645],[0.01135896],[0.01136148],[0.011364],[0.01136652],[0.01136904],[0.01137156],[0.01137408],[0.0113766],[0.01137912],[0.01138165],[0.01138417],[0.01138669],[0.01138922],[0.01139174],[0.01139427],[0.01139679],[0.01139932],[0.01140185]
[0.01128607],[0.01129226],[0.01129845],[0.01130465],[0.01131085],[0.01131705],[0.01132325],[0.01132946],[0.01133568],[0.01134189],[0.01134811],[0.01135434],[0.01136056],[0.01136679],[0.01137303],[0.01137926],[0.0113855],[0.01139175],[0.01139799],[0.01140425],[0.0114105],[0.01141676],[0.01142302],[0.01142928],[0.01143555],[0.01144182],[0.0114481],[0.01145437],[0.01146065],[0.01146694],[0.01147323],[0.01147952],[0.01148582],[0.01149211],[0.01149842],[0.01150472],[0.01151103],[0.01151734],[0.01152366],[0.01152998],[0.0115363],[0.01154263],[0.01154896],[0.01155529],[0.01156163],[0.01156797],[0.01157431],[0.01158066],[0.01158701],[0.01159336],[0.01159972],[0.01160608],[0.01161245],[0.01161882],[0.01162519],[0.01163156],[0.01163794],[0.01164432],[0.01165071],[0.0116571]
[0.01135698],[0.01136285],[0.01136872],[0.01137459],[0.01138046],[0.01138634],[0.01139222],[0.0113981],[0.01140399],[0.01140988],[0.01141577],[0.01142167],[0.01142757],[0.01143347],[0.01143937],[0.01144528],[0.01145119],[0.01145711],[0.01146302],[0.01146894],[0.01147487],[0.01148079],[0.01148672],[0.01149266],[0.01149859],[0.01150453],[0.01151047],[0.01151642],[0.01152236],[0.01152832],[0.01153427],[0.01154023],[0.01154619],[0.01155215],[0.01155812],[0.01156408],[0.01157006],[0.01157603],[0.01158201],[0.01158799],[0.01159398],[0.01159997],[0.01160596],[0.01161195],[0.01161795],[0.01162395],[0.01162995],[0.01163596],[0.01164197],[0.01164798],[0.011654],[0.01166001],[0.01166604],[0.01167206],[0.01167809],[0.01168412],[0.01169016],[0.01169619],[0.01170223],[0.01170828]
[0.01140883],[0.01139936],[0.0113899],[0.01138045],[0.011371],[0.01136156],[0.01135213],[0.01134271],[0.01133329],[0.01132389],[0.01131449],[0.0113051],[0.01129571],[0.01128634],[0.01127697],[0.01126761],[0.01125826],[0.01124891],[0.01123958],[0.01123025],[0.01122092],[0.01121161],[0.0112023],[0.01119301],[0.01118372],[0.01117443],[0.01116516],[0.01115589],[0.01114663],[0.01113738],[0.01112813],[0.0111189],[0.01110967],[0.01110045],[0.01109123],[0.01108203],[0.01107283],[0.01106364],[0.01105445],[0.01104528],[0.01103611],[0.01102695],[0.0110178],[0.01100865],[0.01099952],[0.01099039],[0.01098126],[0.01097215],[0.01096304],[0.01095394],[0.01094485],[0.01093576],[0.01092669],[0.01091762],[0.01090856],[0.0108995],[0.01089045],[0.01088141],[0.01087238],[0.01086336]
[0.01131434],[0.01131716],[0.01131997],[0.01132278],[0.0113256],[0.01132841],[0.01133123],[0.01133404],[0.01133686],[0.01133968],[0.0113425],[0.01134532],[0.01134814],[0.01135096],[0.01135378],[0.0113566],[0.01135942],[0.01136225],[0.01136507],[0.0113679],[0.01137072],[0.01137355],[0.01137638],[0.0113792],[0.01138203],[0.01138486],[0.01138769],[0.01139052],[0.01139335],[0.01139618],[0.01139902],[0.01140185],[0.01140468],[0.01140752],[0.01141035],[0.01141319],[0.01141603],[0.01141886],[0.0114217],[0.01142454],[0.01142738],[0.01143022],[0.01143306],[0.0114359],[0.01143875],[0.01144159],[0.01144443],[0.01144728],[0.01145012],[0.01145297],[0.01145582],[0.01145866],[0.01146151],[0.01146436],[0.01146721],[0.01147006],[0.01147291],[0.01147576],[0.01147862],[0.01148147]
[0.0113414],[0.01134019],[0.01133898],[0.01133776],[0.01133655],[0.01133534],[0.01133413],[0.01133292],[0.0113317],[0.01133049],[0.01132928],[0.01132807],[0.01132686],[0.01132565],[0.01132444],[0.01132323],[0.01132201],[0.0113208],[0.01131959],[0.01131838],[0.01131717],[0.01131596],[0.01131475],[0.01131354],[0.01131233],[0.01131112],[0.01130992],[0.01130871],[0.0113075],[0.01130629],[0.01130508],[0.01130387],[0.01130266],[0.01130145],[0.01130025],[0.01129904],[0.01129783],[0.01129662],[0.01129541],[0.01129421],[0.011293],[0.01129179],[0.01129058],[0.01128938],[0.01128817],[0.01128696],[0.01128576],[0.01128455],[0.01128334],[0.01128214],[0.01128093],[0.01127972],[0.01127852],[0.01127731],[0.01127611],[0.0112749],[0.0112737],[0.01127249],[0.01127128],[0.01127008]
[0.01133965],[0.01135064],[0.01136164],[0.01137265],[0.01138368],[0.01139471],[0.01140575],[0.01141681],[0.01142787],[0.01143895],[0.01145003],[0.01146113],[0.01147224],[0.01148336],[0.01149449],[0.01150563],[0.01151678],[0.01152794],[0.01153911],[0.01155029],[0.01156149],[0.01157269],[0.01158391],[0.01159514],[0.01160637],[0.01161762],[0.01162888],[0.01164015],[0.01165143],[0.01166273],[0.01167403],[0.01168534],[0.01169667],[0.011708],[0.01171935],[0.01173071],[0.01174208],[0.01175346],[0.01176485],[0.01177625],[0.01178766],[0.01179909],[0.01181052],[0.01182197],[0.01183343],[0.0118449],[0.01185638],[0.01186787],[0.01187937],[0.01189088],[0.01190241],[0.01191394],[0.01192549],[0.01193705],[0.01194862],[0.0119602],[0.01197179],[0.01198339],[0.011995],[0.01200663]
[0.01146103],[0.0114659],[0.01147078],[0.01147565],[0.01148053],[0.01148541],[0.0114903],[0.01149518],[0.01150007],[0.01150496],[0.01150985],[0.01151474],[0.01151964],[0.01152454],[0.01152944],[0.01153434],[0.01153924],[0.01154415],[0.01154905],[0.01155397],[0.01155888],[0.01156379],[0.01156871],[0.01157363],[0.01157855],[0.01158347],[0.01158839],[0.01159332],[0.01159825],[0.01160318],[0.01160811],[0.01161305],[0.01161799],[0.01162293],[0.01162787],[0.01163281],[0.01163776],[0.0116427],[0.01164765],[0.01165261],[0.01165756],[0.01166252],[0.01166747],[0.01167244],[0.0116774],[0.01168236],[0.01168733],[0.0116923],[0.01169727],[0.01170224],[0.01170722],[0.01171219],[0.01171717],[0.01172216],[0.01172714],[0.01173213],[0.01173711],[0.0117421],[0.0117471],[0.01175209]
[0.01151605],[0.01152298],[0.01152992],[0.01153686],[0.01154381],[0.01155076],[0.01155772],[0.01156467],[0.01157164],[0.0115786],[0.01158557],[0.01159255],[0.01159953],[0.01160651],[0.0116135],[0.01162049],[0.01162749],[0.01163449],[0.0116415],[0.0116485],[0.01165552],[0.01166254],[0.01166956],[0.01167658],[0.01168361],[0.01169065],[0.01169769],[0.01170473],[0.01171178],[0.01171883],[0.01172588],[0.01173294],[0.01174001],[0.01174708],[0.01175415],[0.01176122],[0.01176831],[0.01177539],[0.01178248],[0.01178958],[0.01179667],[0.01180378],[0.01181088],[0.01181799],[0.01182511],[0.01183223],[0.01183935],[0.01184648],[0.01185361],[0.01186075],[0.01186789],[0.01187504],[0.01188219],[0.01188934],[0.0118965],[0.01190366],[0.01191083],[0.011918],[0.01192517],[0.01193235]
[0.01159437],[0.01160038],[0.01160639],[0.01161241],[0.01161843],[0.01162445],[0.01163047],[0.0116365],[0.01164253],[0.01164856],[0.0116546],[0.01166064],[0.01166668],[0.01167273],[0.01167878],[0.01168483],[0.01169088],[0.01169694],[0.011703],[0.01170907],[0.01171514],[0.01172121],[0.01172728],[0.01173336],[0.01173944],[0.01174552],[0.01175161],[0.0117577],[0.01176379],[0.01176989],[0.01177599],[0.01178209],[0.0117882],[0.01179431],[0.01180042],[0.01180653],[0.01181265],[0.01181877],[0.0118249],[0.01183103],[0.01183716],[0.01184329],[0.01184943],[0.01185557],[0.01186171],[0.01186786],[0.01187401],[0.01188017],[0.01188632],[0.01189248],[0.01189865],[0.01190481],[0.01191098],[0.01191715],[0.01192333],[0.01192951],[0.01193569],[0.01194188],[0.01194806],[0.01195426]
[0.01165756],[0.01165852],[0.01165948],[0.01166044],[0.0116614],[0.01166236],[0.01166332],[0.01166428],[0.01166524],[0.0116662],[0.01166716],[0.01166812],[0.01166908],[0.01167004],[0.011671],[0.01167196],[0.01167292],[0.01167388],[0.01167484],[0.0116758],[0.01167676],[0.01167772],[0.01167868],[0.01167964],[0.0116806],[0.01168156],[0.01168252],[0.01168349],[0.01168445],[0.01168541],[0.01168637],[0.01168733],[0.01168829],[0.01168925],[0.01169022],[0.01169118],[0.01169214],[0.0116931],[0.01169406],[0.01169503],[0.01169599],[0.01169695],[0.01169791],[0.01169888],[0.01169984],[0.0117008],[0.01170176],[0.01170273],[0.01170369],[0.01170465],[0.01170562],[0.01170658],[0.01170754],[0.01170851],[0.01170947],[0.01171043],[0.0117114],[0.01171236],[0.01171332],[0.01171429]
[0.01166874],[0.01166994],[0.01167114],[0.01167235],[0.01167355],[0.01167476],[0.01167596],[0.01167716],[0.01167837],[0.01167957],[0.01168078],[0.01168198],[0.01168319],[0.01168439],[0.0116856],[0.0116868],[0.01168801],[0.01168921],[0.01169042],[0.01169162],[0.01169283],[0.01169403],[0.01169524],[0.01169645],[0.01169765],[0.01169886],[0.01170007],[0.01170127],[0.01170248],[0.01170369],[0.01170489],[0.0117061],[0.01170731],[0.01170851],[0.01170972],[0.01171093],[0.01171214],[0.01171334],[0.01171455],[0.01171576],[0.01171697],[0.01171818],[0.01171939],[0.01172059],[0.0117218],[0.01172301],[0.01172422],[0.01172543],[0.01172664],[0.01172785],[0.01172906],[0.01173027],[0.01173148],[0.01173269],[0.0117339],[0.01173511],[0.01173632],[0.01173753],[0.01173874],[0.01173995]
[0.01168918],[0.01169692],[0.01170466],[0.01171241],[0.01172016],[0.01172792],[0.01173568],[0.01174345],[0.01175122],[0.011759],[0.01176678],[0.01177457],[0.01178236],[0.01179016],[0.01179797],[0.01180577],[0.01181359],[0.01182141],[0.01182923],[0.01183706],[0.0118449],[0.01185274],[0.01186058],[0.01186843],[0.01187629],[0.01188415],[0.01189201],[0.01189988],[0.01190776],[0.01191564],[0.01192353],[0.01193142],[0.01193932],[0.01194722],[0.01195513],[0.01196304],[0.01197096],[0.01197888],[0.01198681],[0.01199474],[0.01200268],[0.01201063],[0.01201858],[0.01202653],[0.01203449],[0.01204246],[0.01205043],[0.0120584],[0.01206639],[0.01207437],[0.01208236],[0.01209036],[0.01209836],[0.01210637],[0.01211438],[0.0121224],[0.01213043],[0.01213845],[0.01214649],[0.01215453]
[0.01175025],[0.01172957],[0.01170893],[0.01168833],[0.01166776],[0.01164723],[0.01162674],[0.01160628],[0.01158586],[0.01156547],[0.01154512],[0.01152481],[0.01150453],[0.01148428],[0.01146408],[0.0114439],[0.01142377],[0.01140367],[0.0113836],[0.01136357],[0.01134357],[0.01132361],[0.01130369],[0.0112838],[0.01126394],[0.01124412],[0.01122434],[0.01120459],[0.01118487],[0.01116519],[0.01114555],[0.01112594],[0.01110636],[0.01108682],[0.01106731],[0.01104783],[0.01102839],[0.01100899],[0.01098962],[0.01097028],[0.01095098],[0.01093171],[0.01091247],[0.01089327],[0.0108741],[0.01085497],[0.01083587],[0.0108168],[0.01079777],[0.01077877],[0.0107598],[0.01074087],[0.01072197],[0.0107031],[0.01068427],[0.01066547],[0.0106467],[0.01062797],[0.01060927],[0.0105906]
