Step_1,Step_2,Step_3,Step_4,Step_5,Step_6
[999.46365952],[999.46367865],[999.46368004],[999.46368144],[999.46368283],[999.46368423]
[999.3687885],[999.36885169],[999.36885029],[999.36884889],[999.36884749],[999.36884609]
[999.3175605],[999.31774195],[999.31773684],[999.31773172],[999.3177266],[999.31772148]
[999.20533236],[999.2054849],[999.2054683],[999.20545169],[999.20543508],[999.20541848]
[999.18779419],[999.18781416],[999.18779334],[999.18777253],[999.18775171],[999.1877309]
[999.26757482],[999.26747836],[999.26747676],[999.26747517],[999.26747357],[999.26747198]
[999.39873918],[999.39901215],[999.39899595],[999.39897975],[999.39896356],[999.39894736]
[999.09301716],[999.09301835],[999.09300424],[999.09299014],[999.09297603],[999.09296193]
[999.26191763],[999.26171285],[999.26170798],[999.26170311],[999.26169824],[999.26169337]
[999.44254881],[999.44276385],[999.44275752],[999.44275119],[999.44274485],[999.44273852]
[999.1758462],[999.17597808],[999.17596398],[999.17594988],[999.17593578],[999.17592168]
[999.18497855],[999.18486043],[999.18483447],[999.1848085],[999.18478254],[999.18475657]
[999.32818814],[999.32804139],[999.32801501],[999.32798863],[999.32796225],[999.32793587]
[999.36289499],[999.3626553],[999.36264205],[999.3626288],[999.36261555],[999.3626023]
[999.46192442],[999.46178638],[999.46177535],[999.46176431],[999.46175327],[999.46174223]
[999.41987328],[999.41990667],[999.41990385],[999.41990102],[999.41989819],[999.41989537]
[999.31076948],[999.31065589],[999.31065344],[999.310651],[999.31064855],[999.3106461]
[999.40148302],[999.40153331],[999.40152895],[999.40152459],[999.40152023],[999.40151586]
[999.29962545],[999.29953622],[999.29953537],[999.29953451],[999.29953366],[999.29953281]
[999.38858678],[999.38855501],[999.38855517],[999.38855534],[999.38855551],[999.38855567]
[999.36693879],[999.36697568],[999.36697419],[999.3669727],[999.36697121],[999.36696972]
[999.312514],[999.31278776],[999.31278346],[999.31277916],[999.31277486],[999.31277055]
[999.1258415],[999.12591634],[999.12589617],[999.12587599],[999.12585581],[999.12583563]
[999.21114379],[999.2110065],[999.21099836],[999.21099023],[999.21098209],[999.21097396]
[999.37833543],[999.37828334],[999.37826628],[999.37824922],[999.37823216],[999.3782151]
[999.33258871],[999.33258524],[999.33257508],[999.33256492],[999.33255475],[999.33254459]
[999.30412781],[999.30399194],[999.30398952],[999.3039871],[999.30398468],[999.30398227]
[999.39288984],[999.39272443],[999.39272042],[999.39271641],[999.39271239],[999.39270838]
[999.42299806],[999.42284083],[999.42283822],[999.42283561],[999.422833],[999.42283039]
[999.43269899],[999.43279336],[999.43279334],[999.43279331],[999.43279329],[999.43279327]
[999.29459258],[999.29445649],[999.29445641],[999.29445633],[999.29445625],[999.29445618]
[999.40143549],[999.40155995],[999.4015601],[999.40156025],[999.40156041],[999.40156056]
[999.27904478],[999.27895813],[999.27895538],[999.27895262],[999.27894987],[999.27894712]
[999.36508551],[999.36446374],[999.36446523],[999.36446672],[999.36446821],[999.3644697]
[999.66199164],[999.66174636],[999.6617462],[999.66174605],[999.66174589],[999.66174573]
[999.52149077],[999.52164644],[999.5216438],[999.52164116],[999.52163852],[999.52163588]
[999.31966046],[999.31987946],[999.31987841],[999.31987735],[999.31987629],[999.31987523]
[999.26333898],[999.26330023],[999.26330221],[999.2633042],[999.26330618],[999.26330817]
[999.35008201],[999.34999906],[999.34999698],[999.3499949],[999.34999282],[999.34999074]
[999.37928383],[999.37904755],[999.37904617],[999.37904479],[999.37904342],[999.37904204]
[999.44655737],[999.44663538],[999.44663578],[999.44663618],[999.44663658],[999.44663697]
[999.34684939],[999.3467135],[999.34670989],[999.34670628],[999.34670266],[999.34669905]
[999.39863383],[999.39864741],[999.39864522],[999.39864304],[999.39864086],[999.39863868]
[999.36542011],[999.36536813],[999.36537049],[999.36537285],[999.36537521],[999.36537757]
[999.39061798],[999.39052871],[999.39053167],[999.39053463],[999.39053758],[999.39054054]
[999.41887147],[999.41927322],[999.41925829],[999.41924336],[999.41922842],[999.41921349]
[999.16560712],[999.16561992],[999.1655953],[999.16557067],[999.16554604],[999.16552141]
[999.26248563],[999.26212454],[999.26211497],[999.2621054],[999.26209583],[999.26208626]
[999.46772325],[999.46772962],[999.46772792],[999.46772622],[999.46772452],[999.46772281]
[999.372616],[999.37233287],[999.37233394],[999.37233502],[999.37233609],[999.37233716]
[999.46852215],[999.46833049],[999.46832665],[999.46832281],[999.46831897],[999.46831513]
[999.43858449],[999.4383945],[999.43838959],[999.43838467],[999.43837976],[999.43837485]
[999.42521338],[999.42517909],[999.4251695],[999.42515992],[999.42515033],[999.42514075]
[999.36304231],[999.36309113],[999.36309128],[999.36309143],[999.36309159],[999.36309174]
[999.33760821],[999.33687805],[999.33687609],[999.33687414],[999.33687218],[999.33687023]
[999.66061242],[999.66070914],[999.66070642],[999.66070371],[999.66070099],[999.66069827]
[999.38476585],[999.38493163],[999.38493174],[999.38493186],[999.38493197],[999.38493208]
[999.2912604],[999.2915428],[999.29154389],[999.29154499],[999.29154609],[999.29154718]
[999.24219373],[999.2420921],[999.24209217],[999.24209223],[999.24209229],[999.24209236]
[999.37770756],[999.37775185],[999.37775198],[999.37775211],[999.37775224],[999.37775236]
[999.35042747],[999.35050037],[999.35049766],[999.35049494],[999.35049223],[999.35048952]
[999.31050093],[999.31057735],[999.31057826],[999.31057917],[999.31058008],[999.31058099]
[999.31993854],[999.31983735],[999.31983807],[999.3198388],[999.31983953],[999.31984025]
[999.39919046],[999.39899236],[999.39899366],[999.39899497],[999.39899627],[999.39899758]
[999.45527568],[999.45543633],[999.45543625],[999.45543617],[999.45543609],[999.45543601]
[999.31402284],[999.31420281],[999.31420311],[999.31420341],[999.31420371],[999.31420401]
[999.27632568],[999.27653602],[999.27653187],[999.27652772],[999.27652357],[999.27651942]
[999.24025801],[999.24045502],[999.24044654],[999.24043807],[999.24042959],[999.24042112]
[999.21997032],[999.22001589],[999.21999566],[999.21997543],[999.2199552],[999.21993497]
[999.24535247],[999.24548364],[999.24545284],[999.24542203],[999.24539123],[999.24536042]
[999.19291087],[999.19302636],[999.19300746],[999.19298856],[999.19296966],[999.19295076]
[999.22164778],[999.22166274],[999.22163788],[999.22161302],[999.22158817],[999.22156331]
[999.26025026],[999.26030684],[999.26027761],[999.26024838],[999.26021915],[999.26018992]
[999.23527385],[999.23496715],[999.23495625],[999.23494535],[999.23493446],[999.23492356]
[999.41654101],[999.4162368],[999.41623266],[999.41622853],[999.4162244],[999.41622026]
[999.46352433],[999.46371362],[999.46370636],[999.4636991],[999.46369185],[999.46368459]
[999.27166454],[999.27164824],[999.27164687],[999.27164551],[999.27164414],[999.27164278]
[999.31417335],[999.31370109],[999.31369081],[999.31368052],[999.31367024],[999.31365996]
[999.50690624],[999.50686378],[999.50685895],[999.50685412],[999.5068493],[999.50684447]
[999.38789585],[999.38817857],[999.38817289],[999.38816721],[999.38816153],[999.38815585]
[999.22575785],[999.22598555],[999.22597042],[999.22595528],[999.22594014],[999.225925]
[999.19636011],[999.19617311],[999.1961571],[999.19614109],[999.19612508],[999.19610907]
[999.34877652],[999.34837706],[999.34836556],[999.34835406],[999.34834256],[999.34833105]
[999.47027683],[999.47013953],[999.4701247],[999.47010988],[999.47009505],[999.47008022]
[999.39216984],[999.3925315],[999.39251666],[999.39250181],[999.39248696],[999.39247211]
[999.18033664],[999.18034226],[999.18033964],[999.18033702],[999.1803344],[999.18033179]
[999.29073213],[999.29110643],[999.29110343],[999.29110043],[999.29109742],[999.29109442]
[999.18772173],[999.18766622],[999.18765256],[999.1876389],[999.18762523],[999.18761157]
[999.29129009],[999.29118149],[999.29117279],[999.2911641],[999.2911554],[999.2911467]
[999.35100381],[999.35116658],[999.35116033],[999.35115408],[999.35114782],[999.35114157]
[999.2403461],[999.24026477],[999.24025669],[999.2402486],[999.24024052],[999.24023243]
[999.3201051],[999.32031725],[999.32029451],[999.32027178],[999.32024904],[999.3202263]
[999.17980387],[999.1795888],[999.17957281],[999.17955683],[999.17954085],[999.17952486]
[999.35300328],[999.35280118],[999.35278322],[999.35276525],[999.35274728],[999.35272931]
[999.38530551],[999.3855846],[999.38553935],[999.3854941],[999.38544885],[999.3854036]
[999.11211538],[999.11178659],[999.1117504],[999.11171422],[999.11167803],[999.11164184]
[999.35019455],[999.35033907],[999.35031407],[999.35028906],[999.35026405],[999.35023904]
[999.19066897],[999.190523],[999.19049605],[999.1904691],[999.19044214],[999.19041519]
[999.32244037],[999.32211123],[999.32210559],[999.32209995],[999.3220943],[999.32208866]
[999.48230223],[999.4823318],[999.48231086],[999.48228993],[999.48226899],[999.48224806]
[999.29948557],[999.29966698],[999.29963951],[999.29961205],[999.29958459],[999.29955713]
[999.18059438],[999.18060263],[999.18057364],[999.18054465],[999.18051566],[999.18048667]
[999.22818825],[999.22791011],[999.22787728],[999.22784445],[999.22781161],[999.22777878]
[999.35762595],[999.35705936],[999.35704545],[999.35703155],[999.35701765],[999.35700375]
[999.5373759],[999.53745705],[999.53744354],[999.53743003],[999.53741652],[999.53740301]
[999.30469658],[999.30454126],[999.30452742],[999.30451357],[999.30449973],[999.30448589]
[999.34917763],[999.34919943],[999.3491879],[999.34917636],[999.34916482],[999.34915328]
[999.29794761],[999.29767988],[999.2976775],[999.29767512],[999.29767275],[999.29767037]
[999.43260673],[999.43209571],[999.43209037],[999.43208503],[999.43207969],[999.43207435]
[999.56724584],[999.56723368],[999.56722979],[999.5672259],[999.567222],[999.56721811]
[999.38159001],[999.38193361],[999.38193079],[999.38192797],[999.38192515],[999.38192232]
[999.19345791],[999.19357435],[999.19356974],[999.19356513],[999.19356052],[999.19355591]
[999.24344335],[999.24324609],[999.24324297],[999.24323985],[999.24323673],[999.2432336]
[999.38949241],[999.38985727],[999.38983524],[999.38981322],[999.3897912],[999.38976917]
[999.14475354],[999.14429039],[999.14428064],[999.14427089],[999.14426114],[999.14425138]
[999.47174426],[999.47183165],[999.47181892],[999.4718062],[999.47179348],[999.47178075]
[999.30200861],[999.30169056],[999.30168384],[999.30167712],[999.30167039],[999.30166367]
[999.48876089],[999.48896225],[999.48895056],[999.48893886],[999.48892716],[999.48891547]
[999.23155427],[999.23155728],[999.23154066],[999.23152405],[999.23150743],[999.23149082]
[999.2877772],[999.28776946],[999.28774376],[999.28771805],[999.28769234],[999.28766663]
[999.29108079],[999.2907861],[999.29075879],[999.29073148],[999.29070417],[999.29067686]
[999.45527643],[999.45526791],[999.45526004],[999.45525217],[999.45524431],[999.45523644]
[999.35297868],[999.35306642],[999.35305617],[999.35304593],[999.35303569],[999.35302545]
[999.25489731],[999.2545575],[999.25455719],[999.25455688],[999.25455657],[999.25455626]
[999.50440518],[999.50417758],[999.50417525],[999.50417291],[999.50417058],[999.50416825]
[999.48732176],[999.48726308],[999.48725396],[999.48724483],[999.48723571],[999.48722659]
[999.39574015],[999.39580357],[999.39580499],[999.3958064],[999.39580781],[999.39580922]
[999.32661345],[999.32688708],[999.32688862],[999.32689017],[999.32689172],[999.32689326]
[999.18374223],[999.18382161],[999.18381966],[999.18381772],[999.18381578],[999.18381384]
[999.26452591],[999.2641991],[999.26420113],[999.26420317],[999.2642052],[999.26420723]
[999.52418649],[999.52400346],[999.52400188],[999.52400029],[999.52399871],[999.52399712]
[999.47258604],[999.47266366],[999.47266482],[999.47266597],[999.47266712],[999.47266828]
[999.33291727],[999.33280913],[999.33281091],[999.33281269],[999.33281447],[999.33281624]
[999.41546057],[999.41554982],[999.41555013],[999.41555044],[999.41555075],[999.41555106]
[999.32466925],[999.32432716],[999.32432539],[999.32432362],[999.32432186],[999.32432009]
[999.54584843],[999.54608884],[999.54609048],[999.54609211],[999.54609375],[999.54609539]
[999.27821046],[999.27807215],[999.27807533],[999.27807851],[999.27808168],[999.27808486]
[999.42584199],[999.42601615],[999.42601642],[999.42601668],[999.42601694],[999.42601721]
[999.27971416],[999.27981977],[999.27982156],[999.27982336],[999.27982515],[999.27982695]
[999.28775164],[999.28762192],[999.28762528],[999.28762864],[999.287632],[999.28763536]
[999.44308483],[999.44326173],[999.44325439],[999.44324704],[999.4432397],[999.44323235]
[999.25483639],[999.25496223],[999.25496223],[999.25496224],[999.25496225],[999.25496225]
[999.2570697],[999.25699549],[999.25699703],[999.25699857],[999.25700011],[999.25700165]
[999.38833333],[999.38827828],[999.38827818],[999.38827809],[999.38827799],[999.38827789]
[999.39165357],[999.39144456],[999.39144179],[999.39143902],[999.39143625],[999.39143347]
[999.49037807],[999.49030259],[999.49030135],[999.49030011],[999.49029887],[999.49029763]
[999.43029268],[999.43031202],[999.43031184],[999.43031167],[999.4303115],[999.43031133]
[999.36842548],[999.36846671],[999.36846763],[999.36846855],[999.36846946],[999.36847038]
[999.34720616],[999.34719658],[999.34719863],[999.34720068],[999.34720273],[999.34720478]
[999.3732023],[999.37315134],[999.37315026],[999.37314918],[999.3731481],[999.37314702]
[999.39778985],[999.39811231],[999.39811234],[999.39811236],[999.39811238],[999.39811241]
[999.19157358],[999.19140256],[999.19139731],[999.19139207],[999.19138683],[999.19138158]
[999.40681379],[999.406928],[999.4069174],[999.4069068],[999.4068962],[999.4068856]
[999.29951291],[999.2992861],[999.29928273],[999.29927937],[999.29927601],[999.29927265]
[999.47079883],[999.47086474],[999.47084728],[999.47082983],[999.47081237],[999.47079492]
[999.32417736],[999.32426676],[999.32424891],[999.32423106],[999.32421322],[999.32419537]
[999.27659889],[999.27654562],[999.27653214],[999.27651867],[999.27650519],[999.27649171]
[999.35558331],[999.35560052],[999.35559238],[999.35558423],[999.35557608],[999.35556793]
[999.33477537],[999.33486541],[999.33485388],[999.33484236],[999.33483083],[999.33481931]
[999.27542488],[999.27532114],[999.27531729],[999.27531345],[999.2753096],[999.27530576]
[999.39055571],[999.39069942],[999.39068405],[999.39066868],[999.39065332],[999.39063795]
[999.2541685],[999.25432912],[999.2543118],[999.25429448],[999.25427716],[999.25425984]
[999.2130423],[999.21307749],[999.21305384],[999.21303019],[999.21300653],[999.21298288]
[999.2606823],[999.26081683],[999.26078798],[999.26075913],[999.26073028],[999.26070144]
[999.21040336],[999.21051823],[999.21049743],[999.21047663],[999.21045584],[999.21043504]
[999.20817607],[999.20806972],[999.20804337],[999.20801702],[999.20799068],[999.20796433]
[999.30408998],[999.30389935],[999.30388146],[999.30386357],[999.30384567],[999.30382778]
[999.37636721],[999.37635954],[999.37635471],[999.37634987],[999.37634503],[999.37634019]
[999.32047042],[999.31999167],[999.31999128],[999.31999089],[999.31999049],[999.3199901]
[999.55995543],[999.56022172],[999.56022093],[999.56022014],[999.56021934],[999.56021855]
[999.25324226],[999.25308408],[999.25307627],[999.25306845],[999.25306064],[999.25305282]
[999.37049417],[999.37018484],[999.37018502],[999.37018521],[999.37018539],[999.37018557]
[999.49772245],[999.49736776],[999.49736534],[999.49736292],[999.49736049],[999.49735807]
[999.55863087],[999.55867036],[999.55867266],[999.55867496],[999.55867727],[999.55867957]
[999.38106156],[999.38089879],[999.38089869],[999.38089859],[999.38089849],[999.38089839]
[999.44642476],[999.44668334],[999.44668412],[999.4466849],[999.44668568],[999.44668646]
[999.24121839],[999.24121658],[999.24121564],[999.24121469],[999.24121375],[999.24121281]
[999.33929098],[999.3391284],[999.33912934],[999.33913028],[999.33913123],[999.33913217]
[999.44105527],[999.44073934],[999.4407382],[999.44073705],[999.44073591],[999.44073477]
[999.53582116],[999.53615924],[999.53615945],[999.53615965],[999.53615985],[999.53616006]
[999.24154086],[999.24150031],[999.24150123],[999.24150214],[999.24150305],[999.24150396]
[999.35329843],[999.35329463],[999.35329439],[999.35329414],[999.3532939],[999.35329365]
[999.37069009],[999.37063733],[999.37063694],[999.37063654],[999.37063614],[999.37063574]
[999.39485834],[999.39510575],[999.39509011],[999.39507447],[999.39505883],[999.39504319]
[999.22691619],[999.22688593],[999.22686035],[999.22683477],[999.22680919],[999.22678361]
[999.30402875],[999.30402471],[999.30401182],[999.30399892],[999.30398602],[999.30397312]
[999.33116181],[999.33084291],[999.33083768],[999.33083244],[999.3308272],[999.33082196]
[999.52252818],[999.52268291],[999.52267963],[999.52267635],[999.52267307],[999.52266979]
[999.32051803],[999.32042678],[999.32042741],[999.32042804],[999.32042868],[999.32042931]
[999.39084535],[999.39069018],[999.39069052],[999.39069086],[999.39069121],[999.39069155]
[999.45037464],[999.45070193],[999.45069928],[999.45069663],[999.45069398],[999.45069133]
[999.21137692],[999.21134498],[999.21134382],[999.21134266],[999.2113415],[999.21134034]
[999.33889428],[999.33912555],[999.33911104],[999.33909653],[999.33908203],[999.33906752]
[999.21809213],[999.21801703],[999.21799785],[999.21797866],[999.21795947],[999.21794028]
[999.33310036],[999.33299563],[999.33297944],[999.33296325],[999.33294706],[999.33293087]
[999.37946465],[999.37941044],[999.37940035],[999.37939026],[999.37938016],[999.37937007]
[999.36942525],[999.36957913],[999.36957597],[999.36957281],[999.36956964],[999.36956648]
[999.25852574],[999.25834465],[999.2583453],[999.25834594],[999.25834659],[999.25834723]
[999.42650469],[999.42644529],[999.42644251],[999.42643974],[999.42643696],[999.42643419]
[999.39344165],[999.3934297],[999.39343131],[999.39343291],[999.39343452],[999.39343612]
[999.36677468],[999.36686279],[999.36686022],[999.36685765],[999.36685508],[999.3668525]
[999.29708308],[999.29672212],[999.29672294],[999.29672375],[999.29672457],[999.29672539]
[999.54662122],[999.54662032],[999.54662314],[999.54662595],[999.54662876],[999.54663157]
[999.4043618],[999.40428823],[999.40428928],[999.40429032],[999.40429136],[999.40429241]
[999.41913204],[999.41927276],[999.4192722],[999.41927164],[999.41927108],[999.41927051]
[999.29099366],[999.2912084],[999.29120786],[999.29120733],[999.29120679],[999.29120626]
[999.21666209],[999.21669258],[999.21669262],[999.21669267],[999.21669272],[999.21669277]
[999.30846922],[999.30819927],[999.30820012],[999.30820096],[999.3082018],[999.30820265]
[999.50492991],[999.50468813],[999.50468675],[999.50468537],[999.50468398],[999.5046826]
[999.51932131],[999.5192684],[999.51927168],[999.51927497],[999.51927825],[999.51928154]
[999.43655129],[999.4368319],[999.43682925],[999.4368266],[999.43682395],[999.4368213]
[999.23141704],[999.2315129],[999.23151297],[999.23151304],[999.23151312],[999.23151319]
[999.29027925],[999.29007423],[999.29007171],[999.29006919],[999.29006667],[999.29006414]
[999.45580274],[999.45601002],[999.45600715],[999.45600428],[999.45600141],[999.45599854]
[999.27795983],[999.27798502],[999.27798183],[999.27797865],[999.27797546],[999.27797228]
[999.32600894],[999.32630983],[999.32630966],[999.32630949],[999.32630931],[999.32630914]
[999.18301808],[999.18278414],[999.18277907],[999.18277401],[999.18276895],[999.18276388]
[999.44365497],[999.44397909],[999.44397735],[999.4439756],[999.44397386],[999.44397212]
[999.15550483],[999.1555371],[999.15553322],[999.15552935],[999.15552548],[999.1555216]
[999.27379599],[999.2736762],[999.27367587],[999.27367555],[999.27367522],[999.27367489]
[999.39613903],[999.39601651],[999.39601525],[999.39601398],[999.39601272],[999.39601146]
[999.42026517],[999.42054472],[999.42052957],[999.42051442],[999.42049927],[999.42048412]
[999.16129237],[999.16114398],[999.16112532],[999.16110666],[999.16108801],[999.16106935]
[999.35742709],[999.35737435],[999.35736526],[999.35735617],[999.35734708],[999.35733799]
[999.35954814],[999.35979466],[999.35977293],[999.3597512],[999.35972947],[999.35970774]
[999.15907324],[999.15879435],[999.15878524],[999.15877614],[999.15876703],[999.15875793]
[999.44281401],[999.44285137],[999.44283986],[999.44282835],[999.44281685],[999.44280534]
[999.31453037],[999.31419345],[999.314183],[999.31417254],[999.31416209],[999.31415164]
[999.55679507],[999.55682047],[999.55679887],[999.55677726],[999.55675565],[999.55673404]
[999.32046128],[999.32047201],[999.32045513],[999.32043825],[999.32042136],[999.32040448]
[999.30478779],[999.3048269],[999.30481596],[999.30480502],[999.30479408],[999.30478314]
[999.28006717],[999.28003783],[999.28002723],[999.28001664],[999.28000604],[999.27999544]
[999.34039421],[999.34052902],[999.34050875],[999.34048848],[999.34046821],[999.34044794]
[999.16177736],[999.16162818],[999.16161353],[999.16159888],[999.16158422],[999.16156957]
[999.43939461],[999.43931688],[999.4393099],[999.43930293],[999.43929596],[999.43928898]
[999.40411874],[999.40415923],[999.40414689],[999.40413454],[999.40412219],[999.40410984]
[999.28482832],[999.28481574],[999.28480287],[999.28478999],[999.28477712],[999.28476424]
[999.31617283],[999.31616278],[999.31614955],[999.31613633],[999.3161231],[999.31610988]
[999.31503446],[999.31493873],[999.31493012],[999.31492152],[999.31491291],[999.3149043]
[999.40753742],[999.4073541],[999.40734958],[999.40734506],[999.40734054],[999.40733602]
[999.51658042],[999.51673129],[999.51672747],[999.51672365],[999.51671983],[999.51671601]
[999.20456953],[999.20454363],[999.20454176],[999.20453989],[999.20453803],[999.20453616]
[999.35042073],[999.35026819],[999.35026569],[999.35026319],[999.35026068],[999.35025818]
[999.50295111],[999.50310598],[999.50309839],[999.5030908],[999.50308321],[999.50307562]
[999.19321611],[999.19306474],[999.19305743],[999.19305013],[999.19304282],[999.19303551]
[999.47910894],[999.47917952],[999.47914334],[999.47910716],[999.47907098],[999.4790348]
[999.0858825],[999.08585118],[999.08582884],[999.08580651],[999.08578417],[999.08576184]
[999.46902984],[999.46901155],[999.46899335],[999.46897516],[999.46895696],[999.46893876]
[999.34991932],[999.34987956],[999.34984276],[999.34980596],[999.34976916],[999.34973236]
[999.2842553],[999.28421521],[999.28417911],[999.28414301],[999.28410691],[999.2840708]
[999.2203693],[999.22032834],[999.22029842],[999.22026851],[999.2202386],[999.22020868]
[999.22524751],[999.22523382],[999.22522033],[999.22520683],[999.22519333],[999.22517983]
[999.36652256],[999.36649963],[999.36647927],[999.36645891],[999.36643856],[999.3664182]
[999.25563046],[999.25561952],[999.25560496],[999.2555904],[999.25557584],[999.25556127]
[999.33997431],[999.33997134],[999.33996685],[999.33996236],[999.33995788],[999.33995339]
[999.33656042],[999.33656148],[999.33656089],[999.33656029],[999.3365597],[999.33655911]
[999.33289111],[999.33290734],[999.33290457],[999.3329018],[999.33289903],[999.33289626]
[999.44816773],[999.44817845],[999.44817914],[999.44817983],[999.44818053],[999.44818122]
[999.43560359],[999.43560306],[999.43560122],[999.43559937],[999.43559752],[999.43559567]
[999.35663399],[999.35664447],[999.35664481],[999.35664516],[999.35664551],[999.35664586]
[999.40158744],[999.40157885],[999.40158034],[999.40158182],[999.4015833],[999.40158478]
[999.29517093],[999.29519172],[999.29519412],[999.29519652],[999.29519892],[999.29520132]
[999.46054503],[999.46053395],[999.46053345],[999.46053295],[999.46053245],[999.46053195]
[999.31088809],[999.31090473],[999.31090422],[999.31090372],[999.31090322],[999.31090272]
[999.43094959],[999.43092176],[999.43092273],[999.43092369],[999.43092465],[999.43092562]
[999.27344958],[999.27340673],[999.27340916],[999.27341158],[999.27341401],[999.27341644]
[999.10866627],[999.10866103],[999.10865741],[999.10865379],[999.10865017],[999.10864656]
[999.31525595],[999.31526135],[999.31526381],[999.31526627],[999.31526872],[999.31527118]
[999.3461676],[999.34617044],[999.34616661],[999.34616279],[999.34615896],[999.34615513]
[999.39884232],[999.39881372],[999.39880042],[999.39878711],[999.39877381],[999.39876051]
[999.17896811],[999.17900415],[999.17899974],[999.17899534],[999.17899093],[999.17898653]
[999.42685579],[999.42680174],[999.42678165],[999.42676155],[999.42674146],[999.42672136]
[999.23500106],[999.23496488],[999.23493899],[999.23491311],[999.23488723],[999.23486134]
[999.27426059],[999.27423167],[999.27421578],[999.27419989],[999.27418401],[999.27416812]
[999.2782265],[999.27812576],[999.27811203],[999.27809829],[999.27808456],[999.27807083]
[999.12639321],[999.1264002],[999.12638629],[999.12637239],[999.12635848],[999.12634458]
[999.320669],[999.32064822],[999.32062325],[999.32059828],[999.32057331],[999.32054834]
[999.27289063],[999.27293615],[999.27291966],[999.27290316],[999.27288667],[999.27287018]
[999.36264202],[999.36264867],[999.36264355],[999.36263843],[999.3626333],[999.36262818]
[999.29843163],[999.29854516],[999.2985439],[999.29854264],[999.29854138],[999.29854012]
[999.42934497],[999.42933904],[999.42933898],[999.42933893],[999.42933887],[999.42933882]
[999.29629774],[999.29637495],[999.29637194],[999.29636893],[999.29636591],[999.2963629]
[999.40866335],[999.4085967],[999.40859326],[999.40858982],[999.40858638],[999.40858293]
[999.2507923],[999.2507169],[999.25071327],[999.25070963],[999.25070599],[999.25070235]
[999.24016444],[999.24015077],[999.24014806],[999.24014535],[999.24014264],[999.24013992]
[999.29566368],[999.29566458],[999.29566243],[999.29566027],[999.29565812],[999.29565596]
[999.30518528],[999.3052145],[999.30521238],[999.30521026],[999.30520814],[999.30520602]
[999.33952357],[999.3396422],[999.3396413],[999.33964041],[999.33963951],[999.33963862]
[999.46177855],[999.46193834],[999.46193935],[999.46194037],[999.46194138],[999.46194239]
[999.54558],[999.54547904],[999.54547954],[999.54548005],[999.54548055],[999.54548105]
[999.21195629],[999.21192106],[999.21191743],[999.2119138],[999.21191017],[999.21190654]
[999.27704688],[999.27707682],[999.27707528],[999.27707375],[999.27707222],[999.27707068]
[999.43179381],[999.43180593],[999.43180761],[999.43180929],[999.43181097],[999.43181265]
[999.37199511],[999.37201768],[999.37201967],[999.37202166],[999.37202365],[999.37202564]
[999.41189121],[999.41191585],[999.41191667],[999.41191749],[999.4119183],[999.41191912]
[999.41325209],[999.41316376],[999.41316419],[999.41316461],[999.41316504],[999.41316547]
[999.1715014],[999.17146408],[999.17146426],[999.17146445],[999.17146463],[999.17146481]
[999.26973649],[999.26964955],[999.26963031],[999.26961107],[999.26959183],[999.26957259]
[999.2111758],[999.21124908],[999.21124294],[999.2112368],[999.21123066],[999.21122451]
[999.45367929],[999.45359091],[999.45357409],[999.45355727],[999.45354044],[999.45352362]
[999.21904178],[999.21898504],[999.21896676],[999.21894848],[999.2189302],[999.21891192]
[999.25726046],[999.25728397],[999.25726613],[999.25724829],[999.25723045],[999.25721261]
[999.36145355],[999.36155891],[999.36154551],[999.36153211],[999.36151871],[999.3615053]
[999.50429219],[999.50439095],[999.50438967],[999.50438839],[999.50438711],[999.50438583]
[999.5036297],[999.50359113],[999.50359008],[999.50358903],[999.50358798],[999.50358693]
[999.31689819],[999.31681735],[999.31681405],[999.31681076],[999.31680747],[999.31680418]
[999.24457632],[999.24462434],[999.24462185],[999.24461936],[999.24461687],[999.24461439]
[999.42344148],[999.42347388],[999.42347029],[999.4234667],[999.42346311],[999.42345951]
[999.40464344],[999.40465392],[999.40465415],[999.40465437],[999.4046546],[999.40465483]
[999.3805118],[999.38052423],[999.38052724],[999.38053024],[999.38053324],[999.38053624]
[999.38765063],[999.38761188],[999.38760738],[999.38760288],[999.38759838],[999.38759387]
[999.2546083],[999.25456932],[999.2545654],[999.25456148],[999.25455756],[999.25455365]
[999.23486148],[999.23481155],[999.23480132],[999.23479108],[999.23478085],[999.23477061]
[999.21411612],[999.21411813],[999.2141117],[999.21410526],[999.21409882],[999.21409238]
[999.3443797],[999.34439618],[999.34438884],[999.3443815],[999.34437416],[999.34436683]
[999.42058996],[999.42059473],[999.42059106],[999.42058739],[999.42058372],[999.42058006]
[999.37174088],[999.37174267],[999.3717377],[999.37173273],[999.37172776],[999.37172279]
[999.36300737],[999.36300317],[999.36299914],[999.36299512],[999.36299109],[999.36298707]
[999.34172898],[999.34171218],[999.34169936],[999.34168655],[999.34167373],[999.34166091]
[999.32413425],[999.32410654],[999.32408886],[999.32407118],[999.32405349],[999.32403581]
[999.28297273],[999.28300808],[999.2830019],[999.28299571],[999.28298953],[999.28298335]
[999.44946649],[999.44948108],[999.44947316],[999.44946524],[999.44945732],[999.44944939]
[999.63131369],[999.63129865],[999.63129783],[999.63129701],[999.63129618],[999.63129536]
[999.26076754],[999.26076411],[999.26076016],[999.26075622],[999.26075227],[999.26074833]
[999.20674811],[999.20674432],[999.20673662],[999.20672892],[999.20672121],[999.20671351]
