Step_1,Step_2,Step_3,Step_4,Step_5,Step_6
[999.31325905],[999.31338282],[999.31336394],[999.31334505],[999.31332616],[999.31330727]
[999.20057193],[999.20044458],[999.20043959],[999.20043461],[999.20042962],[999.20042464]
[999.42715719],[999.42707355],[999.42706236],[999.42705117],[999.42703997],[999.42702878]
[999.40157276],[999.40161481],[999.40160236],[999.40158991],[999.40157746],[999.40156501]
[999.31244465],[999.31248047],[999.31247208],[999.31246368],[999.31245529],[999.3124469]
[999.30328026],[999.30299568],[999.30299492],[999.30299416],[999.30299341],[999.30299265]
[999.54701864],[999.54707282],[999.54707014],[999.54706746],[999.54706477],[999.54706209]
[999.35640825],[999.35669202],[999.3566762],[999.35666039],[999.35664457],[999.35662876]
[999.16139083],[999.16121893],[999.16121598],[999.16121304],[999.16121009],[999.16120714]
[999.4211663],[999.42096247],[999.42095453],[999.42094659],[999.42093865],[999.42093071]
[999.46986124],[999.47002462],[999.47000248],[999.46998034],[999.4699582],[999.46993605]
[999.24874453],[999.24845308],[999.24844511],[999.24843714],[999.24842917],[999.2484212]
[999.50509096],[999.50497604],[999.50497014],[999.50496423],[999.50495833],[999.50495242]
[999.45061206],[999.45058742],[999.45058383],[999.45058024],[999.45057665],[999.45057306]
[999.39398119],[999.39401986],[999.39401901],[999.39401815],[999.3940173],[999.39401644]
[999.35080389],[999.35075845],[999.35075569],[999.35075293],[999.35075016],[999.3507474]
[999.39585398],[999.39600568],[999.3960042],[999.39600273],[999.39600125],[999.39599978]
[999.26678215],[999.2668997],[999.2668881],[999.2668765],[999.26686491],[999.26685331]
[999.24799221],[999.24808396],[999.2480651],[999.24804624],[999.24802738],[999.24800852]
[999.23867822],[999.23854445],[999.23854105],[999.23853765],[999.23853425],[999.23853085]
[999.43136664],[999.43151174],[999.43149851],[999.43148527],[999.43147204],[999.43145881]
[999.23043183],[999.23048783],[999.23047005],[999.23045226],[999.23043447],[999.23041668]
[999.25080161],[999.25070809],[999.25068903],[999.25066997],[999.25065091],[999.25063185]
[999.35752024],[999.35749113],[999.3574684],[999.35744566],[999.35742293],[999.35740019]
[999.32478881],[999.32475886],[999.32474087],[999.32472287],[999.32470488],[999.32468689]
[999.32495219],[999.32499714],[999.32497708],[999.32495702],[999.32493697],[999.32491691]
[999.25850557],[999.25847208],[999.25845393],[999.25843578],[999.25841763],[999.25839949]
[999.31061441],[999.31061591],[999.31061046],[999.31060502],[999.31059957],[999.31059412]
[999.3087968],[999.30868974],[999.308683],[999.30867627],[999.30866953],[999.3086628]
[999.39478556],[999.39450823],[999.39450457],[999.39450092],[999.39449726],[999.39449361]
[999.5507067],[999.55051255],[999.55050898],[999.55050541],[999.55050185],[999.55049828]
[999.53716554],[999.53731561],[999.53731407],[999.53731252],[999.53731098],[999.53730943]
[999.27741717],[999.27728083],[999.27727186],[999.27726289],[999.27725392],[999.27724495]
[999.43174655],[999.4317357],[999.43173767],[999.43173964],[999.43174161],[999.43174358]
[999.3941068],[999.39418013],[999.39417748],[999.39417483],[999.39417218],[999.39416953]
[999.31476183],[999.31493445],[999.31492246],[999.31491047],[999.31489848],[999.31488648]
[999.19729367],[999.19720186],[999.1971931],[999.19718434],[999.19717558],[999.19716682]
[999.39115038],[999.39118852],[999.39117006],[999.3911516],[999.39113314],[999.39111468]
[999.30351119],[999.30354543],[999.30351937],[999.30349331],[999.30346724],[999.30344118]
[999.27147058],[999.27134299],[999.27132289],[999.27130279],[999.2712827],[999.2712626]
[999.4109135],[999.41096724],[999.41094914],[999.41093103],[999.41091293],[999.41089483]
[999.27684599],[999.27683156],[999.27682079],[999.27681003],[999.27679926],[999.2767885]
[999.32538359],[999.32540098],[999.32539552],[999.32539006],[999.3253846],[999.32537915]
[999.30884465],[999.30871631],[999.30871364],[999.30871097],[999.3087083],[999.30870563]
[999.45253758],[999.45244586],[999.45244301],[999.45244017],[999.45243733],[999.45243449]
[999.43832861],[999.43821873],[999.43819907],[999.43817941],[999.43815975],[999.43814009]
[999.43706405],[999.43683355],[999.43680733],[999.43678111],[999.43675489],[999.43672867]
[999.57479882],[999.57488589],[999.57488814],[999.57489039],[999.57489264],[999.57489489]
[999.3336842],[999.33413137],[999.3341217],[999.33411204],[999.33410237],[999.33409271]
[999.08652159],[999.08637752],[999.08637961],[999.0863817],[999.0863838],[999.08638589]
[999.39313942],[999.39297908],[999.39297186],[999.39296464],[999.39295742],[999.3929502]
[999.43761615],[999.43742584],[999.43741604],[999.43740625],[999.43739645],[999.43738666]
[999.44846215],[999.44860795],[999.44859433],[999.44858072],[999.4485671],[999.44855348]
[999.26887566],[999.26901613],[999.268996],[999.26897587],[999.26895574],[999.26893561]
[999.22763647],[999.22768196],[999.22767663],[999.2276713],[999.22766597],[999.22766064]
[999.29403625],[999.29384534],[999.29383793],[999.29383052],[999.29382311],[999.29381571]
[999.43126286],[999.43121292],[999.4312097],[999.43120649],[999.43120328],[999.43120006]
[999.38445583],[999.38418449],[999.38418133],[999.38417817],[999.38417501],[999.38417185]
[999.47426644],[999.47448487],[999.47447806],[999.47447125],[999.47446445],[999.47445764]
[999.25344899],[999.25333989],[999.25334041],[999.25334092],[999.25334144],[999.25334195]
[999.37648382],[999.37635051],[999.37635194],[999.37635337],[999.3763548],[999.37635624]
[999.43232692],[999.43259819],[999.43258443],[999.43257067],[999.43255691],[999.43254315]
[999.2055421],[999.20541709],[999.20540286],[999.20538863],[999.2053744],[999.20536017]
[999.37438511],[999.37458932],[999.3745705],[999.37455167],[999.37453285],[999.37451403]
[999.21471356],[999.21467617],[999.21467382],[999.21467147],[999.21466913],[999.21466678]
[999.34053613],[999.34055305],[999.34054313],[999.34053321],[999.34052329],[999.34051338]
[999.31699995],[999.31725188],[999.31724914],[999.31724641],[999.31724367],[999.31724094]
[999.16781329],[999.16754197],[999.16753454],[999.16752711],[999.16751968],[999.16751225]
[999.45080122],[999.45077893],[999.45077894],[999.45077894],[999.45077895],[999.45077896]
[999.37389226],[999.3735353],[999.37353204],[999.37352877],[999.3735255],[999.37352224]
[999.54890956],[999.54912252],[999.54912348],[999.54912444],[999.5491254],[999.54912636]
[999.2571506],[999.2569031],[999.25690388],[999.25690465],[999.25690543],[999.2569062]
[999.51040124],[999.51045452],[999.51045623],[999.51045794],[999.51045964],[999.51046135]
[999.34326832],[999.34303393],[999.34303676],[999.3430396],[999.34304244],[999.34304528]
[999.59383324],[999.5938081],[999.59380739],[999.59380668],[999.59380597],[999.59380525]
[999.43206021],[999.43201722],[999.43201487],[999.43201253],[999.43201019],[999.43200784]
[999.44165618],[999.441702],[999.44169457],[999.44168714],[999.44167971],[999.44167228]
[999.3376607],[999.33780424],[999.33780513],[999.33780603],[999.33780693],[999.33780783]
[999.2359356],[999.23603332],[999.23602212],[999.23601093],[999.23599973],[999.23598854]
[999.23044789],[999.23027408],[999.23026022],[999.23024637],[999.23023252],[999.23021866]
[999.50912782],[999.50896335],[999.50895757],[999.5089518],[999.50894602],[999.50894024]
[999.50896412],[999.50896639],[999.50896951],[999.50897264],[999.50897577],[999.50897889]
[999.40741079],[999.40737301],[999.40737544],[999.40737787],[999.4073803],[999.40738273]
[999.43728447],[999.4374101],[999.43740892],[999.43740774],[999.43740657],[999.43740539]
[999.26372182],[999.26373585],[999.26373296],[999.26373007],[999.26372717],[999.26372428]
[999.35019824],[999.35024133],[999.35024062],[999.35023991],[999.35023921],[999.3502385]
[999.33646118],[999.33657197],[999.33657429],[999.33657661],[999.33657892],[999.33658124]
[999.27570991],[999.27610817],[999.27609291],[999.27607765],[999.27606239],[999.27604713]
[999.00705624],[999.00696974],[999.0069575],[999.00694527],[999.00693303],[999.0069208]
[999.32132276],[999.32088913],[999.32088384],[999.32087854],[999.32087325],[999.32086796]
[999.53130852],[999.53133775],[999.53133994],[999.53134212],[999.53134431],[999.53134649]
[999.37499145],[999.375234],[999.37522887],[999.37522374],[999.37521861],[999.37521348]
[999.23261535],[999.2327395],[999.23273433],[999.23272917],[999.23272401],[999.23271884]
[999.25781463],[999.2578173],[999.25781641],[999.25781551],[999.25781462],[999.25781373]
[999.3262972],[999.32629196],[999.32629218],[999.32629239],[999.3262926],[999.32629282]
[999.34320092],[999.3430538],[999.34305236],[999.34305092],[999.34304948],[999.34304804]
[999.41305741],[999.41284899],[999.41284932],[999.41284964],[999.41284997],[999.4128503]
[999.46145032],[999.46137853],[999.46137876],[999.46137899],[999.46137921],[999.46137944]
[999.40934124],[999.40947703],[999.40947767],[999.40947831],[999.40947894],[999.40947958]
[999.30105925],[999.30131356],[999.30131035],[999.30130715],[999.30130394],[999.30130074]
[999.21819072],[999.21778399],[999.21778186],[999.21777973],[999.21777759],[999.21777546]
[999.4951188],[999.49485861],[999.49485981],[999.49486101],[999.49486221],[999.49486342]
[999.49151676],[999.49159405],[999.49159524],[999.49159644],[999.49159763],[999.49159883]
[999.35455323],[999.35467839],[999.35467742],[999.35467645],[999.35467548],[999.35467451]
[999.3010902],[999.30088142],[999.30088094],[999.30088046],[999.30087997],[999.30087949]
[999.43564504],[999.4358658],[999.43586134],[999.43585688],[999.43585242],[999.43584796]
[999.28041902],[999.28043968],[999.28043219],[999.2804247],[999.28041721],[999.28040973]
[999.31363997],[999.31345851],[999.31345288],[999.31344725],[999.31344162],[999.313436]
[999.41901981],[999.41914431],[999.41913621],[999.41912811],[999.41912001],[999.41911191]
[999.30601003],[999.30614411],[999.3061329],[999.30612169],[999.30611048],[999.30609927]
[999.26323585],[999.26320857],[999.26320362],[999.26319866],[999.26319371],[999.26318875]
[999.33599017],[999.33598686],[999.33598514],[999.33598342],[999.33598171],[999.33597999]
[999.34959174],[999.3497245],[999.34972317],[999.34972184],[999.34972051],[999.34971918]
[999.29044688],[999.2905956],[999.29058854],[999.29058148],[999.29057442],[999.29056736]
[999.25420448],[999.25379093],[999.25378227],[999.25377361],[999.25376495],[999.25375629]
[999.48831686],[999.48839745],[999.48838544],[999.48837344],[999.48836144],[999.48834944]
[999.33371553],[999.33378385],[999.33377618],[999.33376851],[999.33376083],[999.33375316]
[999.29541195],[999.29504302],[999.29504507],[999.29504711],[999.29504916],[999.2950512]
[999.50830376],[999.5086098],[999.50861139],[999.50861299],[999.50861459],[999.50861619]
[999.26773474],[999.26785123],[999.2678496],[999.26784798],[999.26784635],[999.26784472]
[999.27533993],[999.27512132],[999.27512394],[999.27512656],[999.27512918],[999.2751318]
[999.44403268],[999.44415634],[999.4441553],[999.44415427],[999.44415324],[999.44415221]
[999.31519818],[999.31508075],[999.31508384],[999.31508692],[999.31509001],[999.3150931]
[999.39940872],[999.39968257],[999.39968549],[999.39968841],[999.39969133],[999.39969425]
[999.24225948],[999.2423062],[999.2423089],[999.24231161],[999.24231432],[999.24231703]
[999.30771039],[999.30773293],[999.30773523],[999.30773753],[999.30773983],[999.30774213]
[999.33648804],[999.3361451],[999.33614554],[999.33614597],[999.3361464],[999.33614684]
[999.50616611],[999.50609513],[999.50609267],[999.50609022],[999.50608776],[999.5060853]
[999.41180678],[999.41205288],[999.41205565],[999.41205842],[999.41206118],[999.41206395]
[999.26540614],[999.26554188],[999.2655424],[999.26554292],[999.26554344],[999.26554395]
[999.2771779],[999.27730777],[999.27730562],[999.27730348],[999.27730133],[999.27729919]
[999.27795238],[999.27796071],[999.27795579],[999.27795088],[999.27794597],[999.27794106]
[999.31628419],[999.31629278],[999.31628744],[999.31628209],[999.31627675],[999.3162714]
[999.32216818],[999.32186673],[999.32186517],[999.32186361],[999.32186205],[999.32186049]
[999.47237845],[999.47280136],[999.47280358],[999.47280579],[999.47280801],[999.47281023]
[999.20365853],[999.20355312],[999.20355067],[999.20354822],[999.20354578],[999.20354333]
[999.34535338],[999.3454563],[999.34545614],[999.34545598],[999.34545582],[999.34545567]
[999.30832944],[999.30870927],[999.3087063],[999.30870333],[999.30870037],[999.3086974]
[999.15330783],[999.15275461],[999.15275624],[999.15275787],[999.1527595],[999.15276113]
[999.55712063],[999.55738445],[999.55738469],[999.55738493],[999.55738517],[999.55738542]
[999.29561681],[999.29575639],[999.29575331],[999.29575024],[999.29574716],[999.29574409]
[999.26203892],[999.26202464],[999.26202642],[999.2620282],[999.26202999],[999.26203177]
[999.3437832],[999.34375047],[999.34374838],[999.3437463],[999.34374421],[999.34374213]
[999.3535676],[999.35363096],[999.35363224],[999.35363352],[999.3536348],[999.35363609]
[999.31773536],[999.31793845],[999.31793166],[999.31792487],[999.31791809],[999.3179113]
[999.20990562],[999.20940465],[999.20940492],[999.20940519],[999.20940546],[999.20940573]
[999.56360157],[999.56408859],[999.56408771],[999.56408683],[999.56408595],[999.56408507]
[999.1543452],[999.15403325],[999.15402902],[999.15402478],[999.15402055],[999.15401631]
[999.46246107],[999.46261477],[999.46261448],[999.46261419],[999.4626139],[999.4626136]
[999.26126815],[999.26107452],[999.26107199],[999.26106946],[999.26106692],[999.26106439]
[999.46712133],[999.46719216],[999.46718595],[999.46717974],[999.46717353],[999.46716732]
[999.28060113],[999.28066746],[999.28066916],[999.28067086],[999.28067255],[999.28067425]
[999.27525632],[999.27531367],[999.27531435],[999.27531503],[999.27531571],[999.27531639]
[999.27281642],[999.27285909],[999.27285809],[999.2728571],[999.27285611],[999.27285512]
[999.27947158],[999.27937203],[999.27937354],[999.27937505],[999.27937656],[999.27937807]
[999.41500159],[999.41521767],[999.415219],[999.41522034],[999.41522167],[999.41522301]
[999.14459459],[999.14439937],[999.14439555],[999.14439174],[999.14438792],[999.14438411]
[999.4899076],[999.48975819],[999.48976073],[999.48976327],[999.48976582],[999.48976836]
[999.46804038],[999.46797832],[999.46797843],[999.46797855],[999.46797866],[999.46797878]
[999.4200054],[999.41999657],[999.42000025],[999.42000392],[999.4200076],[999.42001127]
[999.37113074],[999.37110623],[999.37110958],[999.37111293],[999.37111628],[999.37111963]
[999.38968003],[999.38979673],[999.38979578],[999.38979483],[999.38979389],[999.38979294]
[999.20987115],[999.20990443],[999.20990087],[999.20989731],[999.20989375],[999.20989019]
[999.28441282],[999.28430317],[999.28430264],[999.28430212],[999.28430159],[999.28430107]
[999.45251904],[999.45254901],[999.45254701],[999.45254501],[999.45254301],[999.45254101]
[999.32024074],[999.32041748],[999.32041547],[999.32041346],[999.32041145],[999.32040944]
[999.15379026],[999.15372575],[999.1537245],[999.15372324],[999.15372199],[999.15372073]
[999.38071644],[999.38067198],[999.38067414],[999.3806763],[999.38067847],[999.38068063]
[999.38480199],[999.38479406],[999.3847954],[999.38479674],[999.38479808],[999.38479942]
[999.35126518],[999.35120179],[999.35119813],[999.35119446],[999.3511908],[999.35118713]
[999.39914401],[999.39895078],[999.39895219],[999.3989536],[999.398955],[999.39895641]
[999.5736971],[999.5738381],[999.57383556],[999.57383302],[999.57383047],[999.57382793]
[999.21815009],[999.21839169],[999.21838877],[999.21838586],[999.21838294],[999.21838003]
[999.16224452],[999.16228289],[999.16228204],[999.16228119],[999.16228033],[999.16227948]
[999.28477044],[999.28477328],[999.28476612],[999.28475896],[999.2847518],[999.28474464]
[999.31221267],[999.31218695],[999.31216692],[999.31214688],[999.31212684],[999.31210681]
[999.3062642],[999.30610799],[999.30609147],[999.30607495],[999.30605844],[999.30604192]
[999.41004373],[999.41012622],[999.41011774],[999.41010925],[999.41010077],[999.41009228]
[999.25962813],[999.25970134],[999.25968886],[999.25967637],[999.25966388],[999.2596514]
[999.23924341],[999.23918084],[999.23917205],[999.23916326],[999.23915447],[999.23914568]
[999.34750177],[999.34736531],[999.34735223],[999.34733915],[999.34732607],[999.34731299]
[999.40978594],[999.40974551],[999.40973119],[999.40971687],[999.40970255],[999.40968822]
[999.34381258],[999.3438665],[999.34383622],[999.34380593],[999.34377565],[999.34374536]
[999.22477691],[999.22482673],[999.2247965],[999.22476628],[999.22473606],[999.22470584]
[999.21400188],[999.21379896],[999.21377835],[999.21375774],[999.21373713],[999.21371652]
[999.41214345],[999.41195284],[999.41194523],[999.41193763],[999.41193002],[999.41192241]
[999.43500754],[999.43497845],[999.43497504],[999.43497164],[999.43496824],[999.43496484]
[999.35410615],[999.35396701],[999.35396307],[999.35395913],[999.35395519],[999.35395125]
[999.42116048],[999.42116154],[999.42115713],[999.42115272],[999.42114831],[999.4211439]
[999.33546891],[999.33534341],[999.33534247],[999.33534152],[999.33534058],[999.33533963]
[999.4263109],[999.42630941],[999.42629879],[999.42628818],[999.42627756],[999.42626695]
[999.33012875],[999.33017035],[999.3301675],[999.33016466],[999.33016181],[999.33015897]
[999.30353183],[999.30356494],[999.30356194],[999.30355894],[999.30355593],[999.30355293]
[999.30459937],[999.30465417],[999.30465245],[999.30465072],[999.304649],[999.30464728]
[999.29262898],[999.29263058],[999.29262531],[999.29262005],[999.29261479],[999.29260952]
[999.31475244],[999.31486204],[999.31485663],[999.31485122],[999.31484582],[999.31484041]
[999.24369832],[999.24368218],[999.24367298],[999.24366377],[999.24365457],[999.24364536]
[999.30716412],[999.30703685],[999.3070331],[999.30702935],[999.3070256],[999.30702185]
[999.4036469],[999.40371499],[999.40370975],[999.4037045],[999.40369926],[999.40369401]
[999.28259708],[999.2823793],[999.28237023],[999.28236117],[999.28235211],[999.28234305]
[999.45884208],[999.45872911],[999.45872744],[999.45872578],[999.45872412],[999.45872246]
[999.4280369],[999.42820258],[999.42819858],[999.42819459],[999.4281906],[999.4281866]
[999.21635096],[999.21629249],[999.21629087],[999.21628926],[999.21628764],[999.21628603]
[999.3544981],[999.35435168],[999.3543497],[999.35434773],[999.35434575],[999.35434377]
[999.44446299],[999.44431234],[999.44430244],[999.44429253],[999.44428263],[999.44427272]
[999.45054131],[999.45067876],[999.4506716],[999.45066443],[999.45065726],[999.45065009]
[999.24421951],[999.24410028],[999.2440905],[999.24408072],[999.24407093],[999.24406115]
[999.39186329],[999.39187727],[999.391863],[999.39184873],[999.39183445],[999.39182018]
[999.31262953],[999.31248881],[999.3124824],[999.31247599],[999.31246957],[999.31246316]
[999.42973651],[999.42978342],[999.4297711],[999.42975877],[999.42974645],[999.42973413]
[999.29817057],[999.29820065],[999.29819419],[999.29818773],[999.29818127],[999.29817481]
[999.3023738],[999.30243822],[999.30243703],[999.30243584],[999.30243464],[999.30243345]
[999.28627835],[999.2864099],[999.28640867],[999.28640744],[999.28640621],[999.28640498]
[999.23348275],[999.23357706],[999.23356603],[999.23355501],[999.23354399],[999.23353297]
[999.22131856],[999.22130186],[999.22129812],[999.22129438],[999.22129065],[999.22128691]
[999.31831653],[999.31804381],[999.31803985],[999.31803588],[999.31803192],[999.31802795]
[999.50739373],[999.50724955],[999.50724958],[999.50724962],[999.50724965],[999.50724968]
[999.4490921],[999.44891492],[999.44891172],[999.44890853],[999.44890534],[999.44890214]
[999.47852758],[999.47896191],[999.47895708],[999.47895224],[999.47894741],[999.47894258]
[999.07027033],[999.07014177],[999.07013938],[999.07013698],[999.07013459],[999.07013219]
[999.35507665],[999.35504786],[999.35504652],[999.35504518],[999.35504384],[999.35504249]
[999.35766775],[999.35765236],[999.35764904],[999.35764571],[999.35764239],[999.35763907]
[999.34005539],[999.3397569],[999.33975446],[999.33975202],[999.33974958],[999.33974714]
[999.52671524],[999.52682941],[999.52682103],[999.52681264],[999.52680426],[999.52679587]
[999.27086117],[999.27067443],[999.27065084],[999.27062725],[999.27060366],[999.27058007]
[999.266743],[999.26685236],[999.26682507],[999.26679778],[999.26677049],[999.2667432]
[999.16679364],[999.16644886],[999.16642684],[999.16640482],[999.1663828],[999.16636078]
[999.47740043],[999.47729307],[999.47726658],[999.4772401],[999.47721362],[999.47718713]
[999.33763883],[999.33747187],[999.33745968],[999.3374475],[999.33743531],[999.33742312]
[999.40182171],[999.40175303],[999.40174824],[999.40174345],[999.40173865],[999.40173386]
[999.364164],[999.36407019],[999.36406793],[999.36406567],[999.36406341],[999.36406115]
[999.39922097],[999.39935931],[999.3993536],[999.39934788],[999.39934217],[999.39933645]
[999.21855299],[999.21841651],[999.21841508],[999.21841365],[999.21841221],[999.21841078]
[999.40566398],[999.40555745],[999.40555541],[999.40555337],[999.40555133],[999.40554929]
[999.40827342],[999.40833684],[999.4083317],[999.40832656],[999.40832142],[999.40831627]
[999.27198794],[999.27168237],[999.27168169],[999.27168101],[999.27168033],[999.27167965]
[999.53651747],[999.53656168],[999.53656036],[999.53655904],[999.53655772],[999.53655641]
[999.33434297],[999.33437812],[999.33437391],[999.3343697],[999.33436549],[999.33436129]
[999.28834345],[999.28829306],[999.28824267],[999.28819228],[999.28814189],[999.2880915]
[999.35825629],[999.35819185],[999.3581274],[999.35806296],[999.35799852],[999.35793407]
[999.22638998],[999.22633413],[999.22627828],[999.22622244],[999.22616659],[999.22611074]
[999.31303883],[999.31298159],[999.31292435],[999.31286711],[999.31280988],[999.31275264]
[999.31705654],[999.31707831],[999.31705824],[999.31703816],[999.31701809],[999.31699801]
[999.19101907],[999.19082308],[999.19080889],[999.19079469],[999.1907805],[999.1907663]
[999.37944726],[999.37938042],[999.37936684],[999.37935327],[999.37933969],[999.37932612]
[999.34967875],[999.34962984],[999.34961608],[999.34960232],[999.34958855],[999.34957479]
[999.32621422],[999.32631011],[999.32629608],[999.32628205],[999.32626803],[999.326254]
[999.17724838],[999.17728621],[999.17727324],[999.17726027],[999.1772473],[999.17723434]
[999.22974165],[999.22955035],[999.22954866],[999.22954698],[999.2295453],[999.22954362]
[999.49613623],[999.49609123],[999.49608883],[999.49608644],[999.49608405],[999.49608165]
[999.37877897],[999.37869879],[999.37869455],[999.37869031],[999.37868608],[999.37868184]
[999.4024147],[999.40236304],[999.40236196],[999.40236088],[999.40235979],[999.40235871]
[999.39044019],[999.39038304],[999.39037988],[999.39037673],[999.39037358],[999.39037043]
[999.39614376],[999.39605333],[999.39605127],[999.39604921],[999.39604715],[999.39604509]
[999.44576519],[999.4458534],[999.44584938],[999.44584536],[999.44584135],[999.44583733]
[999.23989396],[999.23988302],[999.23987737],[999.23987172],[999.23986607],[999.23986042]
[999.32776582],[999.32770527],[999.32770109],[999.32769691],[999.32769272],[999.32768854]
[999.39348405],[999.3935026],[999.39350042],[999.39349824],[999.39349606],[999.39349388]
[999.32481471],[999.32501507],[999.32501028],[999.32500549],[999.3250007],[999.32499592]
[999.1426759],[999.1424944],[999.14248855],[999.14248271],[999.14247687],[999.14247102]
[999.45756346],[999.45758002],[999.45757857],[999.45757713],[999.45757568],[999.45757424]
[999.33439062],[999.33425938],[999.33425806],[999.33425675],[999.33425543],[999.33425411]
[999.45610789],[999.45604188],[999.45604012],[999.45603836],[999.4560366],[999.45603483]
[999.41390102],[999.41388426],[999.41388258],[999.4138809],[999.41387923],[999.41387755]
[999.35420142],[999.35426741],[999.35426538],[999.35426335],[999.35426133],[999.3542593]
[999.28271927],[999.28269356],[999.28267637],[999.28265917],[999.28264198],[999.28262478]
[999.28422846],[999.28418998],[999.28417101],[999.28415205],[999.28413308],[999.28411411]
[999.2854535],[999.28518707],[999.28515278],[999.28511849],[999.2850842],[999.28504991]
[999.29226098],[999.29213019],[999.29208974],[999.29204929],[999.29200883],[999.29196838]
[999.19920923],[999.19866598],[999.19862794],[999.19858991],[999.19855188],[999.19851384]
[999.36938781],[999.36894859],[999.36891733],[999.36888606],[999.36885479],[999.36882353]
[999.35260161],[999.35236614],[999.35235436],[999.35234258],[999.3523308],[999.35231901]
[999.38456179],[999.3845048],[999.38444781],[999.38439081],[999.38433382],[999.38427683]
[999.25578808],[999.25571618],[999.25564428],[999.25557238],[999.25550048],[999.25542858]
[999.26696534],[999.26665535],[999.26664852],[999.26664169],[999.26663487],[999.26662804]
[999.49411307],[999.49404116],[999.49396924],[999.49389732],[999.4938254],[999.49375349]
[999.23761267],[999.23754114],[999.23746961],[999.23739807],[999.23732654],[999.23725501]
[999.21267107],[999.21262398],[999.2125769],[999.21252981],[999.21248273],[999.21243564]
[999.40437743],[999.40431727],[999.40425711],[999.40419695],[999.4041368],[999.40407664]
[999.22122138],[999.22114562],[999.22106987],[999.22099411],[999.22091836],[999.2208426]
[999.2485458],[999.24848669],[999.24842757],[999.24836846],[999.24830935],[999.24825024]
[999.43605126],[999.4359896],[999.43592795],[999.43586629],[999.43580463],[999.43574298]
[999.34720531],[999.34714337],[999.34708143],[999.3470195],[999.34695756],[999.34689562]
[999.31863015],[999.31858404],[999.31853793],[999.31849182],[999.31844571],[999.3183996]
[999.39941172],[999.39935386],[999.39929601],[999.39923815],[999.3991803],[999.39912245]
[999.28032716],[999.28026218],[999.2801972],[999.28013221],[999.28006723],[999.28000225]
[999.16558387],[999.16553341],[999.16548294],[999.16543247],[999.165382],[999.16533153]
[999.36929909],[999.36927879],[999.3692732],[999.3692676],[999.36926201],[999.36925641]
[999.3120249],[999.31202151],[999.31201689],[999.31201227],[999.31200765],[999.31200303]
[999.29751892],[999.29744891],[999.29744532],[999.29744173],[999.29743815],[999.29743456]
[999.37713578],[999.37703419],[999.37702623],[999.37701827],[999.37701031],[999.37700235]
[999.37322722],[999.37317663],[999.37312603],[999.37307544],[999.37302485],[999.37297426]
[999.27290405],[999.2727999],[999.27278794],[999.27277597],[999.27276401],[999.27275205]
[999.3409365],[999.34093548],[999.34092961],[999.34092374],[999.34091787],[999.340912]
[999.28413269],[999.28407599],[999.28406446],[999.28405294],[999.28404142],[999.28402989]
[999.33931767],[999.33931715],[999.3392943],[999.33927146],[999.33924861],[999.33922576]
[999.22367004],[999.22358759],[999.22356932],[999.22355104],[999.22353277],[999.2235145]
[999.38777726],[999.38776178],[999.38774495],[999.38772811],[999.38771127],[999.38769443]
[999.29029836],[999.29025506],[999.29023979],[999.29022453],[999.29020926],[999.29019399]
[999.38121151],[999.38118003],[999.38117764],[999.38117525],[999.38117285],[999.38117046]
[999.40043004],[999.4004276],[999.40042397],[999.40042034],[999.40041671],[999.40041308]
[999.32011676],[999.32012759],[999.32012396],[999.32012033],[999.3201167],[999.32011306]
[999.28456797],[999.28456682],[999.28456373],[999.28456065],[999.28455756],[999.28455447]
[999.31255209],[999.31254123],[999.31253959],[999.31253796],[999.31253633],[999.3125347]
[999.34492374],[999.34493284],[999.3449317],[999.34493056],[999.34492942],[999.34492827]
[999.29902603],[999.29905846],[999.29904912],[999.29903979],[999.29903046],[999.29902112]
[999.19438823],[999.19432436],[999.19432043],[999.1943165],[999.19431257],[999.19430863]
[999.49367059],[999.49366566],[999.49365997],[999.49365429],[999.4936486],[999.49364292]
[999.32119019],[999.32121265],[999.32120485],[999.32119705],[999.32118925],[999.32118145]
[999.23864207],[999.23862756],[999.23862068],[999.23861381],[999.23860693],[999.23860006]
[999.32724705],[999.32725066],[999.32724208],[999.32723349],[999.32722491],[999.32721632]
[999.271478],[999.27141511],[999.27140377],[999.27139244],[999.27138111],[999.27136977]
[999.43457028],[999.43444506],[999.43443951],[999.43443396],[999.43442841],[999.43442286]
[999.5211754],[999.52108474],[999.52108186],[999.52107897],[999.52107609],[999.5210732]
[999.49717893],[999.49714676],[999.49714694],[999.49714712],[999.4971473],[999.49714748]
[999.42236186],[999.42239911],[999.42239927],[999.42239943],[999.4223996],[999.42239976]
[999.28928729],[999.28920775],[999.28920842],[999.28920909],[999.28920976],[999.28921043]
[999.45946672],[999.4594557],[999.45945647],[999.45945724],[999.45945801],[999.45945878]
[999.37761794],[999.37771099],[999.37770976],[999.37770854],[999.37770732],[999.3777061]
[999.20639308],[999.20633869],[999.20633975],[999.20634081],[999.20634187],[999.20634293]
[999.42015664],[999.42007432],[999.42007411],[999.4200739],[999.42007369],[999.42007348]
[999.45878487],[999.45878056],[999.45877902],[999.45877749],[999.45877595],[999.45877441]
[999.35981525],[999.35983656],[999.35983749],[999.35983842],[999.35983935],[999.35984028]
[999.32300321],[999.32294284],[999.32294514],[999.32294745],[999.32294976],[999.32295206]
[999.48931383],[999.48929568],[999.48929289],[999.48929011],[999.48928732],[999.48928454]
